strain	accession	date	date_submitted		clade_membership	host	country	recency	lineage	region	author		GA_CT_fraction	dinuc_context_fraction
MPXV/Human/USA/CA-LACPHL-MA00308/2022	OP890565	11/9/22	11/24/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."			
MPXV/Human/USA/CA-LACPHL-MA00332/2022	OP890560	11/9/22	11/24/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."			
MPXV/Human/USA/CA-LACPHL-MA00320/2022	OP890577	11/9/22	11/24/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."			
MPXV/Human/USA/CA-LACPHL-MA00310/2022	OP890567	11/9/22	11/24/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."		1	
MPXV/Human/USA/CA-LACPHL-MA00319/2022	OP890576	11/9/22	11/24/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."		1	
MPXV/Human/USA/CA-LACPHL-MA00317/2022	OP890574	11/9/22	11/24/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."			
MPXV_UK_2022_9000136	OP205101	7/7/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPXV_UK_2022_9000078	OP205081	6/14/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
Monkeypox/PT0031/2022	ON843170	5/26/22	6/24/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPX/Human/USA/CA-LACPHL-MA00116/2022	OP539901	9/14/22	9/27/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."		0.8	0.25
MPXV_USA_2022_IL0044	OP303790	6/1/22	8/26/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Ghinai,I., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y."			
MPX_Yob5K4_9000202	OP415183	7/31/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPXV_UK_2022_9000138	OP205103	7/6/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPXV_UK_2022_9000064	OP205070	6/6/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV/Germany/2022/ON/RKI458	OP615340	9/30/22	10/12/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	1
MPXV_USA_2022_IL0005	OP185712	6/24/22	8/10/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Ghinai,I., Seabolt,M.H., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y."			
MPX_ev2D41_9000352	OP415278	8/4/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV/Germany/2022/ON/RKI642	OQ159037	8/10/22	1/3/23		IIb	Homo sapiens	Germany	One month ago		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPX_bSkpM3_9000334	OP415272	8/10/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPX_WOcPOH_9000297	OP415252	8/31/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		0.5	
MPXV/Germany/2022/RKI631	OQ159026	10/31/22	1/3/23		IIb	Homo sapiens	Germany	One month ago		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI158	ON959172	7/31/22	7/11/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI049	ON755255	6/19/22	6/14/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI537	OP715817	6/30/22	10/25/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI165	ON959153	7/31/22	7/11/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV/Germany/2022/RKI202	OP215210	8/1/22	8/12/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."			
MPXV_UK_2022_9000065	OP205071	6/6/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
PrEV_case_2	OP727822	10/2/22	10/27/22		IIb	Homo sapiens	Belgium	Older		Europe	"Berens-Riha,N., De Block,T., Rutgers,J., Van Gestel,L., Hens,M., Kenyon,C., Soentjens,P., Van Griensven,J., Brosius,I., Arien,K., Van Esbroeck,M., Rezende,A.M., Vercauteren,K."		0.86	0.17
MPXV_USA_2022_NC0009	OP687936	7/8/22	10/20/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Pettit,D., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Morrison,S.S., Seabolt,M.H., Weigand,M.R., Knipe,K., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Deutsch-Feldman,M., Li,Y."		1	
MpxV/human/USA/WA-UW-086295/2022	OP743961	8/31/22	10/31/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	0.33
MPXV/Human/USA/UT-UPHL-82200236/2022	OP743366	8/5/22	10/31/22		IIb	Homo sapiens	USA	Older		North America	"Iverson,T., Oakeson,K.F., Young,E.L., Wagner,J., Hergert,J."		1	
MPXV_USA_2022_MD0006	OP881948	8/31/22	11/23/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C., Myers,R., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Blythe,D., Li,Y."		1	
Monkeypox/PT0380/2022	OP555476	7/13/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
MPX_cmjxZM_9000205	OP415186	6/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV_UK_2022_9000093	OP205084	5/30/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPX_dlHLXa_9000261	OP415230	8/31/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPX_2v76E1_9000222	OP415198	7/31/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPX_K1dQNt_9000225	OP415201	7/7/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPX_K1dQNt_9000223	OP415199	7/7/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPX_12DvO8_9000251	OP415222	8/31/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MPXV_UK_2022_9000130	OP205097	7/5/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
MpxV/Spain/MD-HGUGM-6513479/2022	ON720848	5/27/22	6/9/22		IIb	Homo sapiens	Spain	Older		Europe	"Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D."		1	
MPXV_USA_2022_TX0019	OP450985	6/1/22	9/16/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Kubin,G., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., White,S.L., Li,Y."			
MPXV_UK_2022_9000147	OP205110	6/14/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV/Germany/2022/RKI241	OP215226	8/31/22	8/17/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."		1	
B969965re	OP531895	7/18/22	9/26/22		IIb	Homo sapiens	USA	Older		North America	"Bajwa,M.I., Miller,H."		1	1
hMPXV-IHU00012	OP382489	7/19/22	9/7/22		IIb	Homo sapiens	France	Older		Europe	"Colson,P."		1	
LBMB-UTP_MP-019_VAC	OQ148472	11/11/22	12/30/22		IIb	Homo sapiens	Colombia	One month ago		South America	"Tabares,F.A., Anacona,J.D., Lopez,P.A., Orjuela,M., Zuluaga-Velez,A., Sepulveda-Arias,J.C."		1	0.5
ANT-LDSP-ANT-MPX-22607-L	OP431397	8/16/22	9/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-26261O	OP881936	9/26/22	11/23/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		1	
ANT-LDSP-ANT-MPX-26237E	OP881930	9/26/22	11/23/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23062-L	OP477447	8/22/22	9/20/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
INS-MPXV-0015-L1	OP295382	7/21/22	8/25/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A.C., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."			
ANT-LDSP-ANT-MPX-26318E	OP881938	9/29/22	11/23/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23114-C	OP477450	8/23/22	9/20/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23315-L	OP477456	8/24/22	9/20/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-24913-O	OP642386	9/9/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		1	
ANT-LDSP-ANT-MPX-26255C	OP881934	9/26/22	11/23/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		1	
ANT-LDSP-ANT-MPX-24915-L	OP642388	9/9/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-24520-O	OP642392	9/7/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23110-C	OP477449	8/22/22	9/20/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-22363-L	OP431395	8/11/22	9/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-22702-C	OP431398	8/17/22	9/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-22769-L	OP431401	8/17/22	9/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23651-L	OP459216	8/30/22	9/19/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23628-C	OP459213	8/30/22	9/19/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-24709-L	OP642389	9/8/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		0.5	
ANT-LDSP-ANT-MPX-22815-L	OP477444	8/18/22	9/20/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-22748-C	OP431399	8/17/22	9/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23266	OP477457	8/23/22	9/20/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-25458E	OP642418	9/14/22	10/17/22		IIb		Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		1	
ANT-LDSP-ANT-MPX-23551-O	OP459209	8/29/22	9/19/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-26252E	OP881933	9/26/22	11/23/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23603-O	OP459212	8/29/22	9/19/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23553-C	OP459210	8/29/22	9/19/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
MPXV/Germany/2022/ON/RKI511	OP689664	10/1/22	10/20/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
ANT-LDSP-ANT-MPX-24939C	OP642398	9/12/22	10/17/22		IIb		Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
SUC-UNIMOL-MPX-293401-L	OP959057	11/10/22	12/6/22		IIb	Homo sapiens	Colombia	Older		South America	"Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D."		1	
QUI_INS_MPX_0967_L	OP819958	10/15/22	11/14/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M."			
ANT-LDSP-ANT-MPX-23655-L	OP459218	8/30/22	9/19/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23654-O	OP459217	8/30/22	9/19/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."		1	
ANT_INS_MPX_0024_L	OP693650	8/7/22	10/21/22		IIb	Homo sapiens	Colombia	Older		South America	"Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M."		1	
ANT-LDSP-ANT-MPX-24728-L	OP642381	9/8/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-24717-L	OP642373	9/8/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-24713-L	OP642379	9/8/22	10/17/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
ANT-LDSP-ANT-MPX-23285-L	OP477455	8/24/22	9/20/22		IIb	Homo sapiens	Colombia	Older		South America	"Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R."			
PrEV_case_1	OP727821	8/27/22	10/27/22		IIb	Homo sapiens	Belgium	Older		Europe	"Berens-Riha,N., De Block,T., Rutgers,J., Van Gestel,L., Hens,M., Kenyon,C., Soentjens,P., Van Griensven,J., Brosius,I., Arien,K., Van Esbroeck,M., Rezende,A.M., Vercauteren,K."			
MPX_LaJWw4_9000332	OP415270	8/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
Monkeypox/PT0356/2022	OP414383	5/23/22	9/12/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MpxV/human/USA/WA-UW-088973/2022	OP310065	8/31/22	8/26/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	
Monkeypox/PT0524/2022	OP555595	8/18/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
Monkeypox/PT0514/2022	OP555585	8/16/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPXV/Spain/HUNSC_ITER_0001b/2022	ON782055	5/31/22	6/16/22		IIb	Homo sapiens	Spain	Older		Europe	"Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C."			
MPXV/Germany/2022/RKI045	ON755251	6/30/22	6/14/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
MPXV_SI2022_S4	ON754985	6/1/22	6/14/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
MPXV/Germany/2022/RKI079	ON853661	6/30/22	6/27/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."		1	
Slovenia-MPXV-26-2022	OP605568	7/31/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		1	
MPXV/Spain/HUNSC_ITER_0001a/2022	ON782054	5/31/22	6/16/22		IIb	Homo sapiens	Spain	Older		Europe	"Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C."		0.5	
MPXV_SI2022_S3	ON754984	6/1/22	6/14/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
Monkeypox/PT0562/2022	OP555633	9/1/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
MpxV/human/USA/OH-UW-080114/2022	OP392532	8/31/22	9/8/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	
Slovenia-MPXV-22-2022	OP605564	7/31/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		1	
hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022	ON792320	6/1/22	6/17/22		IIb	Homo sapiens	Switzerland	Older		Europe	"Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A."		1	
MPXV_UK_2022_9000061	OP205067	5/27/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV_FR_HCL0001_2022	ON622722	5/22/22	5/27/22		IIb	Homo sapiens	France	Older		Europe				
RNA_322pyq	OX248696	7/4/22	7/27/22		IIb	Homo sapiens	Slovakia	Older		Europe			1	
MpxV/human/USA/WA-UW-082770/2022	OP392540	8/31/22	9/8/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	
