strain_region_coarse_date	accession	date	region_coarse	country	strain
QUI_INS_MPX_0967_L_SouthAmerica_2022-10-15	OP819958	2022-10-15	South America	Colombia	QUI_INS_MPX_0967_L
ANT-LDSP-ANT-MPX-28830C_SouthAmerica_2022-10-21	OQ261713	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28830C
BOL-UNIMOL-MPX-293264-L_SouthAmerica_2022-09-17	OP623593	2022-09-17	South America	Colombia	BOL-UNIMOL-MPX-293264-L
ANT-LDSP-ANT-MPX-23655-L_SouthAmerica_2022-08-30	OP459218	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23655-L
ANT-LDSP-ANT-MPX-24728-L_SouthAmerica_2022-09-08	OP642381	2022-09-08	South America	Colombia	ANT-LDSP-ANT-MPX-24728-L
ANT-LDSP-ANT-MPX-23654-O_SouthAmerica_2022-08-30	OP459217	2022-08-30	South America	Colombia	ANT-LDSP-ANT-MPX-23654-O
ANT-LDSP-ANT-MPX-28828C_SouthAmerica_2022-10-21	OQ261712	2022-10-21	South America	Colombia	ANT-LDSP-ANT-MPX-28828C
MPXV-USA-IL-IDPH-004_NorthAmerica_2022-06-14	OP536665	2022-06-14	North America	USA	MPXV-USA-IL-IDPH-004
MPXV/Human/USA/CA-LACPHL-MA00314/2022_NorthAmerica_2022-11-09	OP890571	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00314/2022
MPX/Human/USA/CA-LACPHL-MA00186/2022_NorthAmerica_2022-07-15	OP615259	2022-07-15	North America	USA	MPX/Human/USA/CA-LACPHL-MA00186/2022
MPXV/Human/USA/CA-LACPHL-MA00334/2022_NorthAmerica_2022-11-09	OP890562	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00334/2022
MPXV/Human/USA/CA-LACPHL-MA00329/2022_NorthAmerica_2022-11-09	OP890557	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00329/2022
MPXV_USA_2022_CA0029_NorthAmerica_2022-09-01	OQ054244	2022-09-01	North America	USA	MPXV_USA_2022_CA0029
MPXV/Human/USA/CA-LACPHL-MA00309/2022_NorthAmerica_2022-11-09	OP890566	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00309/2022
MPXV/Human/USA/CA-LACPHL-MA00330/2022_NorthAmerica_2022-11-09	OP890558	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00330/2022
hMPX/USA/CA-LACPHL-MA00168/2022_NorthAmerica_2022-09-19	OP580601	2022-09-19	North America	USA	hMPX/USA/CA-LACPHL-MA00168/2022
MPXV/Human/USA/CA-LACPHL-MA00333/2022_NorthAmerica_2022-11-09	OP890561	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00333/2022
MPXV/Human/USA/CA-LACPHL-MA00289/2022_NorthAmerica_2022-10-04	OP890547	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00289/2022
hMPX/Human/USA/CA-LACPHL-MA00051/2022_NorthAmerica_2022-07-20	OP440533	2022-07-20	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00051/2022
MPXV/Human/USA/CA-LACPHL-MA00316/2022_NorthAmerica_2022-11-09	OP890573	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00316/2022
MPX/Human/USA/CA-LACPHL-MA00120/2022_NorthAmerica_2022-08-29	OP539905	2022-08-29	North America	USA	MPX/Human/USA/CA-LACPHL-MA00120/2022
MPXV/Human/USA/CA-LACPHL-MA00336/2022_NorthAmerica_2022-11-09	OP890564	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00336/2022
hMPX/Human/USA/CA-LACPHL-MA00078/2022_NorthAmerica_2022-08-05	OP442539	2022-08-05	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00078/2022
hMPX/Human/USA/CA-LACPHL-MA00039/2022_NorthAmerica_2022-08-01	OP440562	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00039/2022
hMPX/Human/USA/CA-LACPHL-MA00038/2022_NorthAmerica_2022-08-01	OP440561	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00038/2022
MPX/Human/USA/CA-LACPHL-MA00103/2022_NorthAmerica_2022-08-17	OP539888	2022-08-17	North America	USA	MPX/Human/USA/CA-LACPHL-MA00103/2022
hMPX/Human/USA/CA-LACPHL-MA00085/2022_NorthAmerica_2022-07-13	OP442552	2022-07-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00085/2022
MPXV/Human/USA/CA-LACPHL-MA00335/2022_NorthAmerica_2022-11-09	OP890563	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00335/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00391/2022_NorthAmerica_2022-12-19	OQ330999	2022-12-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00391/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00376/2022_NorthAmerica_2022-10-09	OQ330981	2022-10-09	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00376/2022
MPXV/Human/USA/CA-LACPHL-MA00348/2022_NorthAmerica_2022-10-06	OP920686	2022-10-06	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00348/2022
MPXV/Human/USA/CA-LACPHL-MA00312/2022_NorthAmerica_2022-11-09	OP890569	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00312/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00282/2022_NorthAmerica_2022-10-13	OP748968	2022-10-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00282/2022
MpxV/human/USA/WA-UW-083781/2022_NorthAmerica_2022-08-01	OP392544	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083781/2022
MpxV/human/USA/WA-UW-084166/2022_NorthAmerica_2022-07-31	OP628456	2022-07-31	North America	USA	MpxV/human/USA/WA-UW-084166/2022
MpxV/human/USA/WA-UW-085171/2022_NorthAmerica_2022-08-01	OP392546	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-085171/2022
MPXV/Human/USA/CA-LACPHL-MA00328/2022_NorthAmerica_2022-11-09	OP890556	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00328/2022
MPXV/Human/USA/CA-LACPHL-MA00313/2022_NorthAmerica_2022-11-09	OP890570	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00313/2022
MPXV/Human/USA/CA-LACPHL-MA00325/2022_NorthAmerica_2022-11-09	OP890553	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00325/2022
hMPX/Human/USA/CA-LACPHL-MA00070/2022_NorthAmerica_2022-08-19	OP442546	2022-08-19	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00070/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00262/2022_NorthAmerica_2022-09-21	OP748948	2022-09-21	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00262/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00367/2022_NorthAmerica_2022-08-18	OQ330971	2022-08-18	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00367/2022
hMPX/USA/CA-LACPHL-MA00179/2022_NorthAmerica_2022-09-20	OP580612	2022-09-20	North America	USA	hMPX/USA/CA-LACPHL-MA00179/2022
MPXV/Human/USA/CA-LACPHL-MA00331/2022_NorthAmerica_2022-11-09	OP890559	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00331/2022
MPXV/Human/USA/CA-LACPHL-MA00315/2022_NorthAmerica_2022-11-09	OP890572	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00315/2022
MPXV/Human/USA/CA-LACPHL-MA00326/2022_NorthAmerica_2022-11-09	OP890554	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00326/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00259/2022_NorthAmerica_2022-10-13	OP748945	2022-10-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00259/2022
MPXV/Human/USA/CA-LACPHL-MA00332/2022_NorthAmerica_2022-11-09	OP890560	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00332/2022
MPXV/Human/USA/CA-LACPHL-MA00308/2022_NorthAmerica_2022-11-09	OP890565	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00308/2022
MPXV/Human/USA/CA-LACPHL-MA00318/2022_NorthAmerica_2022-11-09	OP890575	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00318/2022
MPXV/Human/USA/CA-LACPHL-MA00311/2022_NorthAmerica_2022-11-09	OP890568	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00311/2022
MPXV/Human/USA/CA-LACPHL-MA00327/2022_NorthAmerica_2022-11-09	OP890555	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00327/2022
MPXV/Human/USA/CA-LACPHL-MA00319/2022_NorthAmerica_2022-11-09	OP890576	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00319/2022
MPXV/Human/USA/CA-LACPHL-MA00317/2022_NorthAmerica_2022-11-09	OP890574	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00317/2022
MPXV/Human/USA/CA-LACPHL-MA00320/2022_NorthAmerica_2022-11-09	OP890577	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00320/2022
MPXV/Human/USA/CA-LACPHL-MA00310/2022_NorthAmerica_2022-11-09	OP890567	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00310/2022
MPXV-USA-IL-IDPH-002_NorthAmerica_2022-08-04	OP536663	2022-08-04	North America	USA	MPXV-USA-IL-IDPH-002
MPXV-USA-IL-IDPH-014_NorthAmerica_2022-07-05	OP536675	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-014
MPXV_USA_2022_AZ0003_NorthAmerica_2022-07-01	OP603009	2022-07-01	North America	USA	MPXV_USA_2022_AZ0003
MPXV-USA-IL-IDPH-012_NorthAmerica_2022-07-05	OP536673	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-012
hMPX/USA/CA-LACPHL-MA00177/2022_NorthAmerica_2022-08-10	OP580610	2022-08-10	North America	USA	hMPX/USA/CA-LACPHL-MA00177/2022
MPX/Human/USA/CA-LACPHL-MA00119/2022_NorthAmerica_2022-08-29	OP539904	2022-08-29	North America	USA	MPX/Human/USA/CA-LACPHL-MA00119/2022
hMPX/Human/USA/CA-LACPHL-MA00092/2022_NorthAmerica_2022-08-02	OP442560	2022-08-02	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00092/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00270/2022_NorthAmerica_2022-07-20	OP748956	2022-07-20	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00270/2022
hMPX/Human/USA/CA-LACPHL-MA00096/2022_NorthAmerica_2022-08-02	OP442564	2022-08-02	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00096/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00274/2022_NorthAmerica_2022-07-20	OP748960	2022-07-20	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00274/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00233/2022_NorthAmerica_2022-07-18	OP680511	2022-07-18	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00233/2022
MN-MDH-MPXV_0014_NorthAmerica_2022-07-17	OP597788	2022-07-17	North America	USA	MN-MDH-MPXV_0014
MPXV-USA-IL-IDPH-008_NorthAmerica_2022-07-04	OP536669	2022-07-04	North America	USA	MPXV-USA-IL-IDPH-008
MPXV-USA-IL-IDPH-059_NorthAmerica_2022-07-06	OP536720	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-059
MPXV-USA-IL-IDPH-035_NorthAmerica_2022-06-17	OP536696	2022-06-17	North America	USA	MPXV-USA-IL-IDPH-035
MPXV_USA_2022_IL0040_NorthAmerica_2022-06-01	OP303786	2022-06-01	North America	USA	MPXV_USA_2022_IL0040
MPXV_USA_2022_IL0020_NorthAmerica_2022-06-01	OP225962	2022-06-01	North America	USA	MPXV_USA_2022_IL0020
MPXV-USA-IL-IDPH-070_NorthAmerica_2022-06-30	OP536731	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-070
MPXV-USA-IL-IDPH-076_NorthAmerica_2022-07-01	OP536737	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-076
MPXV/Germany/2022/RKI287_WesternEurope_2022-08-30	OP270476	2022-08-30	Western Europe	Germany	MPXV/Germany/2022/RKI287
MPXV22/human/USA-OK-66_NorthAmerica_2022-07-22	OP351281	2022-07-22	North America	USA	MPXV22/human/USA-OK-66
MPXV-USA-IL-IDPH-072_NorthAmerica_2022-06-30	OP536733	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-072
MPXV22/human/USA-OK-86_NorthAmerica_2022-07-27	OP351285	2022-07-27	North America	USA	MPXV22/human/USA-OK-86
MPXV-USA-IL-IDPH-011_NorthAmerica_2022-07-05	OP536672	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-011
MPXV-USA-IL-IDPH-073_NorthAmerica_2022-06-30	OP536734	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-073
MPXV-USA-IL-IDPH-071_NorthAmerica_2022-07-01	OP536732	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-071
MpxV/human/USA/OH-UW-073812/2022_NorthAmerica_2022-08-01	OP257254	2022-08-01	North America	USA	MpxV/human/USA/OH-UW-073812/2022
MPXV-USA-IL-IDPH-084_NorthAmerica_2022-07-06	OP536745	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-084
MPXV-USA-IL-IDPH-001_NorthAmerica_2022-07-23	OP536662	2022-07-23	North America	USA	MPXV-USA-IL-IDPH-001
MN-MDH-MPXV_0018_NorthAmerica_2022-07-19	OP597792	2022-07-19	North America	USA	MN-MDH-MPXV_0018
MPXV-USA-IL-IDPH-016_NorthAmerica_2022-07-05	OP536677	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-016
MpxV/human/USA/OH-UW-079847/2022_NorthAmerica_2022-07-24	OP169337	2022-07-24	North America	USA	MpxV/human/USA/OH-UW-079847/2022
MpxV/human/USA/OH-UW-070426/2022_NorthAmerica_2022-07-24	OP123051	2022-07-24	North America	USA	MpxV/human/USA/OH-UW-070426/2022
MpxV/human/USA/OH-UW-080634/2022_NorthAmerica_2022-08-24	OP743957	2022-08-24	North America	USA	MpxV/human/USA/OH-UW-080634/2022
MpxV/human/USA/OH-UW-085701/2022_NorthAmerica_2022-08-01	OP310050	2022-08-01	North America	USA	MpxV/human/USA/OH-UW-085701/2022
MPXV-USA-IL-IDPH-056_NorthAmerica_2022-07-09	OP536717	2022-07-09	North America	USA	MPXV-USA-IL-IDPH-056
MPXV_USA_2022_KY0001_NorthAmerica_2022-06-30	OP303788	2022-06-30	North America	USA	MPXV_USA_2022_KY0001
MPXV_USA_2022_IL0023_NorthAmerica_2022-06-30	OP225966	2022-06-30	North America	USA	MPXV_USA_2022_IL0023
MPXV_USA_2022_MI0002_NorthAmerica_2022-07-31	OP603010	2022-07-31	North America	USA	MPXV_USA_2022_MI0002
MPXV-USA-IL-IDPH-006_NorthAmerica_2022-07-06	OP536667	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-006
MN-MDH-MPXV_0007_NorthAmerica_2022-07-05	OP597781	2022-07-05	North America	USA	MN-MDH-MPXV_0007
MPXV-USA-IL-IDPH-077_NorthAmerica_2022-07-01	OP536738	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-077
MPXV_USA_2022_MN0006_NorthAmerica_2022-07-01	OP451003	2022-07-01	North America	USA	MPXV_USA_2022_MN0006
MPXV_USA_2022_TN0004_NorthAmerica_2022-07-24	OP450988	2022-07-24	North America	USA	MPXV_USA_2022_TN0004
hMpxV/UK/LMO-046a/2022_WesternEurope_2022-07-26	OP390205	2022-07-26	Western Europe	United Kingdom	hMpxV/UK/LMO-046a/2022
MpxV/human/USA/WA-UW-082670/2022_NorthAmerica_2022-08-01	OP310053	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082670/2022
MPXV-USA-IL-IDPH-040_NorthAmerica_2022-06-22	OP536701	2022-06-22	North America	USA	MPXV-USA-IL-IDPH-040
MPXV-USA-IL-IDPH-005_NorthAmerica_2022-06-30	OP536666	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-005
hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022_NorthAmerica_2022-08-08	OP820455	2022-08-08	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022
hMpxV/Human/USA/IL-RIPHL-MPXV_10002/2022_NorthAmerica_2022-08-13	OP820451	2022-08-13	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10002/2022
MPXV-USA-IL-IDPH-043_NorthAmerica_2022-06-22	OP536704	2022-06-22	North America	USA	MPXV-USA-IL-IDPH-043
MPXV_USA_2022_IL0028_NorthAmerica_2022-06-22	OP303783	2022-06-22	North America	USA	MPXV_USA_2022_IL0028
MPXV/Germany/2022/RKI466_WesternEurope_2022-06-13	OP626104	2022-06-13	Western Europe	Germany	MPXV/Germany/2022/RKI466
MPXV_USA_2022_GA001_NorthAmerica_2022-05-21	OP150925	2022-05-21	North America	USA	MPXV_USA_2022_GA001
MPXV/Germany/2022/ON/RKI638_WesternEurope_2022-08-01	OQ159033	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI638
MPXV/Germany/2022/ON/RKI300_WesternEurope_2022-08-01	OP355562	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI300
MPXV/Germany/2022/ON/RKI327_WesternEurope_2022-08-01	OP355582	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI327
MPXV/Germany/2022/ON/RKI666_WesternEurope_2022-05-21	OQ274885	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI666
MPXV/Germany/2022/ON/RKI665_WesternEurope_2022-05-21	OQ274884	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI665
hMPXV-CH-38347314/2022_WesternEurope_2022-06-08	OP783902	2022-06-08	Western Europe	Switzerland	hMPXV-CH-38347314/2022
MPXV/Germany/2022/RKI027_WesternEurope_2022-06-01	ON755233	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI027
MPXV/Germany/2022/ON/RKI663_WesternEurope_2022-05-21	OQ274882	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI663
Monkeypox/PT0390/2022_SouthernEurope_2022-07-11	OP555486	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0390/2022
MPXV/Germany/2022/RKI377_WesternEurope_2022-09-01	OP523979	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI377
MPXV/Germany/2022/RKI048_WesternEurope_2022-06-30	ON755254	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI048
MPXV/Germany/2022/ON/RKI662_WesternEurope_2022-05-21	OQ274881	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI662
MPXV/Germany/2022/RKI162_WesternEurope_2022-07-01	ON959175	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI162
MPXV/Germany/2022/RKI522_WesternEurope_2022-06-30	OP689675	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI522
MPXV/Germany/2022/RKI406_WesternEurope_2022-09-01	OP524008	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI406
MPXV/Germany/2022/RKI223_WesternEurope_2022-08-01	OP215219	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI223
MPXV/Germany/2022/RKI485_WesternEurope_2022-07-01	OP626123	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI485
Monkeypox/PT0033/2022_SouthernEurope_2022-05-24	ON843165	2022-05-24	Southern Europe	Portugal	Monkeypox/PT0033/2022
MPXV_USA_2022_NV0001_NorthAmerica_2022-06-30	OP450990	2022-06-30	North America	USA	MPXV_USA_2022_NV0001
MPXV/Germany/2022/ON/RKI667_WesternEurope_2022-05-21	OQ274886	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI667
hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022_WesternEurope_2022-06-02	ON792322	2022-06-02	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022
INMI-Pt4_SouthernEurope_2022-05-21	ON780017	2022-05-21	Southern Europe	Italy	INMI-Pt4
MPXV/Germany/2022/RKI070_WesternEurope_2022-06-30	ON853656	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI070
Monkeypox/PT0244/2022_SouthernEurope_2022-06-21	OP414288	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0244/2022
MPXV/Germany/2022/ON/RKI664_WesternEurope_2022-05-21	OQ274883	2022-05-21	Western Europe	Germany	MPXV/Germany/2022/ON/RKI664
MPXV/Germany/2022/RKI137_WesternEurope_2022-07-01	ON959154	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI137
MPXV/Germany/2022/RKI156_WesternEurope_2022-07-01	ON959170	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI156
Monkeypox/PT0579/2022_SouthernEurope_2022-09-10	OP555650	2022-09-10	Southern Europe	Portugal	Monkeypox/PT0579/2022
MPX/PT0090/2022_SouthernEurope_2022-07-21	OP245340	2022-07-21	Southern Europe	Portugal	MPX/PT0090/2022
MPXV/Germany/2022/RKI521_WesternEurope_2022-06-30	OP689674	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI521
MPXV/Germany/2022/RKI159_WesternEurope_2022-07-01	ON959173	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI159
MPXV/Germany/2022/RKI240_WesternEurope_2022-08-12	OP215225	2022-08-12	Western Europe	Germany	MPXV/Germany/2022/RKI240
MPXV/Germany/2022/RKI140_WesternEurope_2022-07-24	ON959149	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI140
Monkeypox/PT0219/2022_SouthernEurope_2022-06-23	OP324529	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0219/2022
MPXV/Germany/2022/RKI529_WesternEurope_2022-07-31	OP689682	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI529
MPXV/Germany/2022/RKI331_WesternEurope_2022-09-01	OP373389	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI331
Monkeypox/PT0527/2022_SouthernEurope_2022-08-19	OP555598	2022-08-19	Southern Europe	Portugal	Monkeypox/PT0527/2022
Monkeypox/PT0471/2022_SouthernEurope_2022-08-08	OP555550	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0471/2022
Monkeypox/PT0515/2022_SouthernEurope_2022-08-16	OP555586	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0515/2022
MPX/PT0064/2022_SouthernEurope_2022-08-01	OP245318	2022-08-01	Southern Europe	Portugal	MPX/PT0064/2022
MPXV/Germany/2022/RKI085_WesternEurope_2022-06-25	ON853667	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI085
MPX_luLfgA_9000208_WesternEurope_2022-07-01	OP415189	2022-07-01	Western Europe	United Kingdom	MPX_luLfgA_9000208
SIC-AOUP-UNIPA_VL_9aug_SouthernEurope_2022-08-09	OP358276	2022-08-09	Southern Europe	Italy	SIC-AOUP-UNIPA_VL_9aug
MPX/PT0061/2022_SouthernEurope_2022-08-01	OP245315	2022-08-01	Southern Europe	Portugal	MPX/PT0061/2022
MPXV/Germany/2022/RKI02_WesternEurope_2022-05-31	ON637939	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI02
MPXV/Human/USA/CA-CDPH-MPX000017/2022_NorthAmerica_2022-06-22	OP587246	2022-06-22	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000017/2022
Monkeypox/PT0135/2022_SouthernEurope_2022-07-08	OP324458	2022-07-08	Southern Europe	Portugal	Monkeypox/PT0135/2022
MPXV_UK_2022_9000106_WesternEurope_2022-06-14	OP205094	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000106
MPXV_USA_2022_NJ0004_NorthAmerica_2022-08-01	OP687937	2022-08-01	North America	USA	MPXV_USA_2022_NJ0004
MPXV_USA_2022_NY0015_NorthAmerica_2022-06-30	OP303796	2022-06-30	North America	USA	MPXV_USA_2022_NY0015
NJ-MPXV-006-rpt1_NorthAmerica_2022-08-01	OP879727	2022-08-01	North America	USA	NJ-MPXV-006-rpt1
MPXV22/human/USA-OK-81_NorthAmerica_2022-07-26	OP650029	2022-07-26	North America	USA	MPXV22/human/USA-OK-81
MPXV22/human/USA-OK-69_NorthAmerica_2022-07-22	OP351284	2022-07-22	North America	USA	MPXV22/human/USA-OK-69
MPXV/Germany/2022/RKI297_WesternEurope_2022-08-25	OP339854	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI297
MPXV/Germany/2022/RKI440_WesternEurope_2022-09-01	OP594204	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI440
MPXV/Germany/2022/RKI441_WesternEurope_2022-09-01	OP594205	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI441
MPXV/Germany/2022/RKI333_WesternEurope_2022-09-01	OP373391	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI333
MPXV/Germany/2022/RKI501_WesternEurope_2022-09-17	OP626139	2022-09-17	Western Europe	Germany	MPXV/Germany/2022/RKI501
MPXV/Germany/2022/RKI500_WesternEurope_2022-09-18	OP626134	2022-09-18	Western Europe	Germany	MPXV/Germany/2022/RKI500
MpxV/human/CAN/UN-NML-2836/2022_NorthAmerica_2022-05-17	ON803417	2022-05-17	North America	Canada	MpxV/human/CAN/UN-NML-2836/2022
MPXV_USA_2022_CO0003_NorthAmerica_2022-06-21	OP185714	2022-06-21	North America	USA	MPXV_USA_2022_CO0003
hMpxV/USA/CA-CDPH-1000061/2022_NorthAmerica_2022-08-01	OQ121015	2022-08-01	North America	USA	hMpxV/USA/CA-CDPH-1000061/2022
MpxV/human/CAN/UN-NML-3253/2022_NorthAmerica_2022-05-30	ON880532	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3253/2022
MpxV/human/CAN/UN-NML-2833/2022_NorthAmerica_2022-05-13	ON880519	2022-05-13	North America	Canada	MpxV/human/CAN/UN-NML-2833/2022
MpxV/human/CAN/UN-NML-4125/2022_NorthAmerica_2022-06-29	OP279041	2022-06-29	North America	Canada	MpxV/human/CAN/UN-NML-4125/2022
MPXV_USA_2022_OH0002_NorthAmerica_2022-06-30	OP303795	2022-06-30	North America	USA	MPXV_USA_2022_OH0002
hMpxV/USA/CA-CDPH-000051/2022_NorthAmerica_2022-07-21	OP863226	2022-07-21	North America	USA	hMpxV/USA/CA-CDPH-000051/2022
MpxV/human/CAN/UN-NML-4119/2022_NorthAmerica_2022-07-04	OP279049	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-4119/2022
MpxV/human/CAN/UN-NML-4142/2022_NorthAmerica_2022-07-02	OP279044	2022-07-02	North America	Canada	MpxV/human/CAN/UN-NML-4142/2022
MpxV/human/CAN/UN-NML-3582/2022_NorthAmerica_2022-06-08	OP013008	2022-06-08	North America	Canada	MpxV/human/CAN/UN-NML-3582/2022
MpxV/human/CAN/UN-NML-3393/2022_NorthAmerica_2022-06-03	ON983160	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3393/2022
