	accession	date	region_coarse	country	strain
772	OP205102	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000137
773	OP524002	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI401
774	OP451015	2022-06-20	North America	USA	MPXV_USA_2022_CA0044
775	OP689681	2022-07-25	Western Europe	Germany	MPXV/Germany/2022/RKI528
776	OP215236	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI194
777	OP013011	2022-06-09	North America	Canada	MpxV/human/CAN/UN-NML-3611/2022
778	OP013004	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3518/2022
779	OP820456	2022-09-08	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10007/2022
780	OP169338	2022-07-31	North America	USA	MpxV/human/USA/OH-UW-074058/2022
781	OQ330983	2022-10-11	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00378/2022
782	OP920696	2022-11-05	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00358/2022
783	OP890541	2022-09-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00307/2022
784	OP890535	2022-09-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00301/2022
785	OP890545	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00287/2022
786	OP415271	2022-08-15	Western Europe	United Kingdom	MPX_Mfh7qh_9000333
787	OP523992	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI390
788	OP215246	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI210
789	OQ148466	2022-09-13	South America	Colombia	LBMB-UTP_MP-009_TOL
790	ON880537	2022-05-31	North America	Canada	MpxV/human/CAN/UN-NML-3273/2022
791	OP422343	2022-08-08	Western Europe	Austria	hMPXV/Austria/MUW1540386/2022
792	OP422340	2022-07-13	Western Europe	Austria	hMPXV/Austria/MUW1533948/2022
793	OP205136	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000191
794	OP415185	2022-07-01	Western Europe	United Kingdom	MPX_wQMHV0_9000204
795	OP324502	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0188/2022
796	OP523991	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI389
797	OP215244	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI207
798	OP018596	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI171
799	OP594196	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI432
800	OP594197	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI433
801	OP215286	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI267
802	OP920692	2022-10-16	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00354/2022
803	OP588274	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI411
804	OP494259	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI376
805	OP604533	2022-06-24	North America	USA	MPXV_USA_2022_CA0035
806	OP339851	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI294
807	OP339852	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI295
808	OP555624	2022-08-26	Southern Europe	Portugal	Monkeypox/PT0553/2022
809	OP555626	2022-08-29	Southern Europe	Portugal	Monkeypox/PT0555/2022
810	OP555616	2022-08-26	Southern Europe	Portugal	Monkeypox/PT0545/2022
811	OP415245	2022-08-01	Western Europe	United Kingdom	MPX_jW1uT9_9000283
812	OP205096	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000108
813	OP205092	2022-06-12	Western Europe	United Kingdom	MPXV_UK_2022_9000104
814	OP539930	2022-08-30	North America	USA	MPX/Human/USA/CA-LACPHL-MA00145/2022
815	OP415209	2022-07-24	Western Europe	United Kingdom	MPX_Fap1fz_9000235
816	OP415208	2022-07-24	Western Europe	United Kingdom	MPX_Fap1fz_9000234
817	ON622713	2022-05-22	Western Europe	Belgium	MPX/UZ_REGA_2/Belgium/2022
818	OQ159044	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/ON/RKI649
819	OP484690	2022-09-03	Western Europe	Germany	MPXV/Germany/2022/RKI369
820	OP555660	2022-09-14	Southern Europe	Portugal	Monkeypox/PT0593/2022
821	OP494260	2022-09-10	Western Europe	Germany	MPXV/Germany/2022/ON/RKI308
822	OP484688	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI367
823	OP339856	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI299
824	OP615323	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI447
825	OP373392	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI334
826	OP414287	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0243/2022
827	OP414367	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0338/2022
828	OP414347	2022-06-05	Southern Europe	Portugal	Monkeypox/PT0314/2022
829	OP215220	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI224
830	OP555471	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0375/2022
831	OP324462	2022-07-07	Southern Europe	Portugal	Monkeypox/PT0143/2022
832	OP415210	2022-07-23	Western Europe	United Kingdom	MPX_KMgssq_9000236
833	OP415211	2022-07-23	Western Europe	United Kingdom	MPX_KMgssq_9000237
834	OP743960	2022-08-19	North America	USA	MpxV/human/USA/WA-UW-085326/2022
835	OP392552	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088325/2022
836	OP328308	2022-08-18	North America	USA	MpxV/human/USA/WA-UW-083083/2022
837	OP626138	2022-09-11	Western Europe	Germany	MPXV/Germany/2022/RKI499
838	OP615327	2022-09-12	Western Europe	Germany	MPXV/Germany/2022/ON/RKI450
839	OP494263	2022-09-12	Western Europe	Germany	MPXV/Germany/2022/ON/RKI316
840	OP414318	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0278/2022
841	OP414298	2022-06-18	Southern Europe	Portugal	Monkeypox/PT0257/2022
842	OP324530	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0220/2022
843	OP205115	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000157
844	OP555507	2022-07-26	Southern Europe	Portugal	Monkeypox/PT0414/2022
845	OP390202	2022-07-17	Western Europe	United Kingdom	hMpxV/UK/LMO-040a/2022
846	OP536670	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-009
847	OP536722	2022-06-24	North America	USA	MPXV-USA-IL-IDPH-061
848	OP536684	2022-06-02	North America	USA	MPXV-USA-IL-IDPH-023
849	ON813260	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI056
850	OP205123	2022-06-30	Western Europe	United Kingdom	MPXV_UK_2022_9000167
851	ON755243	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI037
852	OP715816	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI536
853	OP523985	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI383
854	ON929086	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI131
855	OP555600	2022-08-22	Southern Europe	Portugal	Monkeypox/PT0529/2022
856	OP837478	2022-09-20	South America	Colombia	DC_INS_MPX_1011_L
857	OP295383	2022-07-29	South America	Colombia	INS-MPXV-0016-H1
858	OP594194	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI430
859	OP594195	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI431
860	OP215282	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI263
861	OP555634	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0563/2022
862	OP555647	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0576/2022
863	OP555590	2022-08-17	Southern Europe	Portugal	Monkeypox/PT0519/2022
864	OP205095	2022-06-13	Western Europe	United Kingdom	MPXV_UK_2022_9000107
865	OP555498	2022-07-19	Southern Europe	Portugal	Monkeypox/PT0402/2022
866	ON619837	2022-05-31	Western Europe	United Kingdom	MPXV_UK_2022_3
867	OP603004	2022-07-01	North America	USA	MPXV_USA_2022_MN0004
868	OP597784	2022-07-12	North America	USA	MN-MDH-MPXV_0010
869	OP597780	2022-06-29	North America	USA	MN-MDH-MPXV_0006
870	OP440587	2022-07-27	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00018/2022
871	OP414386	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0363/2022
872	OP414320	2022-06-09	Southern Europe	Portugal	Monkeypox/PT0281/2022
873	OP414319	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0280/2022
874	OP415235	2022-08-01	Western Europe	United Kingdom	MPX_YhLyQX_9000266
875	OP484676	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI355
876	OQ331003	2022-12-06	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00392/2022
877	OP689685	2022-07-25	Western Europe	Germany	MPXV/Germany/2022/RKI533
878	OP414376	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0347/2022
879	OP390196	2022-07-08	Western Europe	United Kingdom	hMpxV/UK/LMO-031a/2022
880	OP390186	2022-06-20	Western Europe	United Kingdom	hMpxV/UK/LMO-004a/2022
881	OP390188	2022-06-20	Western Europe	United Kingdom	hMpxV/UK/LMO-007a/2022
882	ON843182	2022-05-30	Southern Europe	Portugal	Monkeypox/PT0044/2022
883	OP414315	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0275/2022
884	OP414294	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0253/2022
885	OP414293	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0252/2022
886	OP324537	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0228/2022
887	OP324536	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0226/2022
888	OP555615	2022-08-25	Southern Europe	Portugal	Monkeypox/PT0544/2022
889	OP555539	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0458/2022
890	OP536695	2022-06-16	North America	USA	MPXV-USA-IL-IDPH-034
891	OP536739	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-078
892	OP536742	2022-07-02	North America	USA	MPXV-USA-IL-IDPH-081
893	OP536741	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-080
894	OP415283	2022-08-25	Western Europe	United Kingdom	MPX_QfgFmq_9000359
895	OP415225	2022-08-31	Western Europe	United Kingdom	MPX_vBjMTK_9000255
896	OP414330	2022-06-08	Southern Europe	Portugal	Monkeypox/PT0296/2022
897	ON959165	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI151
898	OP837340	2022-06-09	Western Europe	Germany	MPXV/Germany/2022/RKI578
899	OP837341	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI579
900	OP339853	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/RKI296
901	OP215275	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI256
902	OP863251	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI601
903	OP863252	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI602
904	OP696841	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI338
905	ON803431	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2883/2022
906	OP604530	2022-06-01	North America	USA	MPXV_USA_2022_FL0021
907	ON803432	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2884/2022
908	OQ159052	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI657
909	OQ159051	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI656
910	OP150923	2022-06-01	North America	USA	MPXV_USA_2022_CA007
911	ON954773	2022-05-31	North America	USA	MPXV_USA_2022_CA002
912	OQ054227	2022-09-22	North America	USA	MPXV_USA_2022_NC0012
913	OP751214	2022-09-03	North America	USA	B1118395
914	OP935995	2022-10-02	North America	USA	B1118436
915	OP751215	2022-09-04	North America	USA	B1118394
916	OP185715	2022-05-29	North America	USA	MPXV_USA_2022_CO0002
917	OQ121018	2022-07-25	North America	USA	hMpxV/USA/CA-CDPH-1000064/2022
918	OP539903	2022-08-29	North America	USA	MPX/Human/USA/CA-LACPHL-MA00118/2022
919	OP539887	2022-09-01	North America	USA	MPX/Human/USA/CA-LACPHL-MA00102/2022
920	OP555495	2022-07-18	Southern Europe	Portugal	Monkeypox/PT0399/2022
921	OP484689	2022-09-24	Western Europe	Germany	MPXV/Germany/2022/RKI368
922	OQ159030	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/ON/RKI635
923	OP215229	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI250
924	OX291676	2022-08-01	Central Europe	Slovakia	RNA_7b8145
925	OX291780	2022-07-25	Central Europe	Slovakia	RNA_2rgt57
926	OP615325	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI449
927	OP615324	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI448
928	OP580607	2022-08-03	North America	USA	hMPX/USA/CA-LACPHL-MA00174/2022
929	OP890534	2022-09-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00300/2022
930	OP539895	2022-08-31	North America	USA	MPX/Human/USA/CA-LACPHL-MA00110/2022
931	OP539890	2022-08-24	North America	USA	MPX/Human/USA/CA-LACPHL-MA00105/2022
932	OP626124	2022-07-20	Western Europe	Germany	MPXV/Germany/2022/RKI486
933	OP539926	2022-08-25	North America	USA	MPX/Human/USA/CA-LACPHL-MA00141/2022
934	OP414300	2022-06-19	Southern Europe	Portugal	Monkeypox/PT0259/2022
935	OP324515	2022-06-25	Southern Europe	Portugal	Monkeypox/PT0204/2022
936	OP215260	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI236
937	OQ159029	2022-08-17	Western Europe	Germany	MPXV/Germany/2022/ON/RKI634
938	OP215271	2022-08-17	Western Europe	Germany	MPXV/Germany/2022/RKI269
939	OP680494	2022-07-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00216/2022
940	OP263631	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI276
941	OP324528	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0218/2022
942	OP390197	2022-07-11	Western Europe	United Kingdom	hMpxV/UK/LMO-032a/2022
943	OP205113	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000150
944	OP415263	2022-08-25	Western Europe	United Kingdom	MPX_1bN2W6_9000324
945	OP415227	2022-08-25	Western Europe	United Kingdom	MPX_1bN2W6_9000258
946	OP415261	2022-08-25	Western Europe	United Kingdom	MPX_1bN2W6_9000321
947	OP245360	2022-07-12	Southern Europe	Portugal	MPX/PT0127/2022
948	OP414321	2022-06-12	Southern Europe	Portugal	Monkeypox/PT0282/2022
949	OP414284	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0240/2022
950	OP324483	2022-07-03	Southern Europe	Portugal	Monkeypox/PT0168/2022
951	OP324460	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0139/2022
952	OP245345	2022-07-15	Southern Europe	Portugal	MPX/PT0111/2022
953	OP324484	2022-07-03	Southern Europe	Portugal	Monkeypox/PT0169/2022
954	OP324478	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0161/2022
955	OP245341	2022-07-20	Southern Europe	Portugal	MPX/PT0098/2022
956	OP215285	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI266
957	OP414356	2022-06-03	Southern Europe	Portugal	Monkeypox/PT0324/2022
958	OP414348	2022-06-03	Southern Europe	Portugal	Monkeypox/PT0315/2022
959	OP324524	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0214/2022
960	OP324519	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0209/2022
961	OP324479	2022-06-30	Southern Europe	Portugal	Monkeypox/PT0162/2022
962	OP743364	2022-07-26	North America	USA	MPXV/Human/USA/UT-UPHL-82200120/2022
963	OQ054245	2022-09-01	North America	USA	MPXV_USA_2022_CA0030
964	OP752104	2022-08-21	North America	USA	MPXV_USA_2022_AZ0006
965	OP920679	2022-10-19	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00341/2022
966	OP747060	2022-10-06	North America	USA	MpxV/human/USA/WA-UW-104793/2022
967	OP743979	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-092912/2022
968	OP392541	2022-08-23	North America	USA	MpxV/human/USA/WA-UW-082880/2022
969	OP628454	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-084082/2022
970	OP628476	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-087572/2022
971	OP628444	2022-08-25	North America	USA	MpxV/human/USA/WA-UW-081603/2022
972	OP587254	2022-07-08	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000025/2022
973	OP381203	2022-07-26	North America	USA	hMpxV/USA/ID-IBL-839943/2022
974	OP920688	2022-10-11	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00350/2022
975	OQ330970	2022-08-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00366/2022
976	OP442542	2022-08-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00066/2022
977	OP133007	2022-07-22	Western Europe	Austria	hMPXV/Austria/MUW1536480/2022
978	OP555613	2022-08-23	Southern Europe	Portugal	Monkeypox/PT0542/2022
979	OP555584	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0512/2022
980	OP555566	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0490/2022
981	OP555548	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0469/2022
982	OP881949	2022-09-01	North America	USA	MPXV_USA_2022_MD0007
983	OP605567	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-25-2022
984	OP597779	2022-06-29	North America	USA	MN-MDH-MPXV_0005
985	OP415282	2022-08-24	Western Europe	United Kingdom	MPX_yttrq1_9000358
986	OP415248	2022-08-24	Western Europe	United Kingdom	MPX_XJRG9b_9000293
987	OP144217	2022-06-02	Western Europe	Belgium	MPXV/ITM_pt_09/Belgium/2-Jun-2022
988	OP144213	2022-06-16	Western Europe	Belgium	MPXV/ITM_pt_24/Belgium/16-Jun-2022
989	OP144216	2022-05-30	Western Europe	Belgium	MPXV/ITM_pt_07/Belgium/30-May-2022
990	OP144215	2022-05-30	Western Europe	Belgium	MPXV/ITM_pt_05/Belgium/30-May-2022
991	OP144211	2022-06-01	Western Europe	Belgium	MPXV/ITM_pt_10/Belgium/1-Jun-2022
992	OQ121036	2022-06-23	North America	USA	hMpxV/USA/CA-CDPH-1000082/2022
993	OQ121034	2022-07-17	North America	USA	hMpxV/USA/CA-CDPH-1000080/2022
994	OQ121028	2022-10-14	North America	USA	hMpxV/USA/CA-CDPH-1000074/2022
995	OP863229	2022-10-07	North America	USA	hMpxV/USA/CA-CDPH-000055/2022
996	OP863230	2022-10-07	North America	USA	hMpxV/USA/CA-CDPH-000056/2022
997	OP920691	2022-10-12	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00353/2022
998	OP580595	2022-09-22	North America	USA	hMPX/USA/CA-LACPHL-MA00162/2022
999	OP680496	2022-10-05	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00218/2022
1000	OP890543	2022-09-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00285/2022
1001	OP680489	2022-09-30	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00211/2022
1002	OP215283	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI264
1003	ON568298	2022-05-19	Western Europe	Germany	MPXV-BY-IMB25241
1004	OP580592	2022-08-01	North America	USA	hMPX/USA/CA-LACPHL-MA00159/2022
1005	OP215206	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI243
1006	ON927243	2022-06-21	Southern Europe	Spain	MpxV/Spain/MD-HGUGM-6642566/2022
1007	OP215213	2022-08-04	Western Europe	Germany	MPXV/Germany/2022/RKI209
1008	OP215238	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI197
1009	OQ159032	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI637
1010	OP689683	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI530
1011	OP339850	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI293
1012	OP603007	2022-06-20	North America	USA	MPXV_USA_2022_PA0007
1013	OP555516	2022-08-01	Southern Europe	Portugal	Monkeypox/PT0431/2022
1014	OP494265	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI374
1015	OP837353	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI591
1016	ON959162	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI148
1017	OP555474	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0378/2022
1018	OP324467	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0150/2022
1019	OP324504	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0190/2022
1020	OP414308	2022-06-17	Southern Europe	Portugal	Monkeypox/PT0268/2022
1021	OP324520	2022-06-25	Southern Europe	Portugal	Monkeypox/PT0210/2022
1022	OP324501	2022-06-29	Southern Europe	Portugal	Monkeypox/PT0187/2022
1023	OP680506	2022-10-04	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00228/2022
1024	OP628460	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-084693/2022
1025	OQ331005	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00396/2023
1026	OQ331007	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00398/2023
1027	OQ330972	2022-10-18	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00372/2022
1028	OP722513	2022-10-11	North America	USA	MPX/Human/USA/CA-LACPHL-MA00254/2022
1029	OP555517	2022-07-31	Southern Europe	Portugal	Monkeypox/PT0432/2022
1030	OP555637	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0566/2022
1031	OP555642	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0571/2022
1032	OP555636	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0565/2022
1033	OP555646	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0575/2022
1034	OP555630	2022-08-30	Southern Europe	Portugal	Monkeypox/PT0559/2022
1035	OP484681	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI360
1036	OP215270	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI255
1037	OP324514	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0203/2022
1038	OP324472	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0155/2022
1039	OP555560	2022-08-10	Southern Europe	Portugal	Monkeypox/PT0482/2022
1040	OP555559	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0480/2022
1041	OP440600	2022-07-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00027/2022
1042	OP013007	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3549/2022
1043	OP351278	2022-06-14	North America	USA	MPXV22/human/USA-OK-21
1044	ON880536	2022-05-31	North America	Canada	MpxV/human/CAN/UN-NML-3272/2022
1045	OP587259	2022-08-11	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000037/2022
1046	OP539925	2022-08-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00140/2022
1047	ON929069	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI111
1048	OP245322	2022-07-25	Southern Europe	Portugal	MPX/PT0068/2022
1049	OP615265	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00192/2022
1050	OP555577	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0503/2022
1051	OP555570	2022-08-13	Southern Europe	Portugal	Monkeypox/PT0496/2022
1052	OP555572	2022-08-15	Southern Europe	Portugal	Monkeypox/PT0498/2022
1053	OP555544	2022-08-07	Southern Europe	Portugal	Monkeypox/PT0465/2022
1054	OP245350	2022-07-14	Southern Europe	Portugal	MPX/PT0117/2022
1055	OP414388	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0365/2022
1056	OP324481	2022-07-05	Southern Europe	Portugal	Monkeypox/PT0164/2022
1057	OP414295	2022-06-19	Southern Europe	Portugal	Monkeypox/PT0254/2022
1058	OP324470	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0153/2022
1059	OP555503	2022-07-25	Southern Europe	Portugal	Monkeypox/PT0409/2022
1060	OP215258	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI232
1061	OP555629	2022-08-30	Southern Europe	Portugal	Monkeypox/PT0558/2022
1062	OP555555	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0476/2022
1063	OP555534	2022-08-05	Southern Europe	Portugal	Monkeypox/PT0453/2022
1064	OP555536	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0455/2022
1065	OP555546	2022-08-05	Southern Europe	Portugal	Monkeypox/PT0467/2022
1066	OP555576	2022-08-12	Southern Europe	Portugal	Monkeypox/PT0502/2022
1067	OP555543	2022-08-07	Southern Europe	Portugal	Monkeypox/PT0464/2022
1068	OP863219	2022-07-01	North America	USA	hMpxV/USA/CA-CDPH-000044/2022
1069	OP587247	2022-07-06	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000018/2022
1070	OP863218	2022-07-01	North America	USA	hMpxV/USA/CA-CDPH-000043/2022
1071	OP587264	2022-08-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000040/2022
1072	OP687928	2022-06-30	North America	USA	MPXV_USA_2022_CA0037
1073	OP587243	2022-06-30	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000013/2022
1074	OP580590	2022-09-22	North America	USA	hMPX/USA/CA-LACPHL-MA00157/2022
1075	OP687933	2022-08-31	North America	USA	MPXV_USA_2022_MI0003
1076	OP205121	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000164
1077	OP205116	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000158
1078	OP415237	2022-08-25	Western Europe	United Kingdom	MPX_oJ2Z6R_9000271
1079	OP680498	2022-07-15	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00220/2022
1080	OP539936	2022-08-17	North America	USA	MPX/Human/USA/CA-LACPHL-MA00150/2022
1081	OP539891	2022-08-22	North America	USA	MPX/Human/USA/CA-LACPHL-MA00106/2022
1082	OP539938	2022-08-23	North America	USA	MPX/Human/USA/CA-LACPHL-MA00152/2022
1083	OP539884	2022-08-26	North America	USA	MPX/Human/USA/CA-LACPHL-MA00099/2022
1084	OP440566	2022-07-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00002/2022
1085	OP440565	2022-07-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00001/2022
1086	OP245343	2022-07-18	Southern Europe	Portugal	MPX/PT0109/2022
1087	OP245317	2022-07-31	Southern Europe	Portugal	MPX/PT0063/2022
1088	OP555619	2022-08-27	Southern Europe	Portugal	Monkeypox/PT0548/2022
1089	OP245339	2022-07-18	Southern Europe	Portugal	MPX/PT0089/2022
1090	OP245326	2022-07-27	Southern Europe	Portugal	MPX/PT0072/2022
1091	OP555502	2022-07-25	Southern Europe	Portugal	Monkeypox/PT0408/2022
1092	OP555547	2022-08-05	Southern Europe	Portugal	Monkeypox/PT0468/2022
1093	OP324454	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0130/2022
1094	OP743363	2022-07-22	North America	USA	MPXV/Human/USA/UT-UPHL-82200116/2022
1095	OP440585	2022-07-20	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00012/2022
1096	OQ330982	2022-10-09	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00377/2022
1097	OP920685	2022-10-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00347/2022
1098	OP451012	2022-06-28	North America	USA	MPXV_USA_2022_CA0055
