	accession	date	region_coarse	country	strain
2297	OP536678	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-017
2298	OP536736	2022-07-01	North America	USA	MPXV-USA-IL-IDPH-075
2299	OP536725	2022-06-27	North America	USA	MPXV-USA-IL-IDPH-064
2300	OP536709	2022-06-23	North America	USA	MPXV-USA-IL-IDPH-048
2301	OP597786	2022-07-13	North America	USA	MN-MDH-MPXV_0012
2302	OP310038	2022-08-01	North America	USA	MpxV/human/USA/OH-UW-086011/2022
2303	OP536702	2022-06-21	North America	USA	MPXV-USA-IL-IDPH-041
2304	OQ099608	2022-06-11	North America	USA	MPXV_USA_2022_IL0026
2305	OP603012	2022-07-01	North America	USA	MPXV_USA_2022_CA0034
2306	OP225964	2022-06-11	North America	USA	MPXV_USA_2022_IL0024
2307	OP819960	2022-10-17	South America	Colombia	SAN_INS_MPX_0973_L
2308	OP536703	2022-06-23	North America	USA	MPXV-USA-IL-IDPH-042
2309	OQ148462	2022-09-17	South America	Colombia	LBMB-UTP_MP-003_TOL
2310	OP603002	2022-07-01	North America	USA	MPXV_USA_2022_WI0001
2311	OP959063	2022-11-15	South America	Colombia	BOL-UNIMOL-MPX-293633-L
2312	OP536671	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-010
2313	OP580611	2022-08-07	North America	USA	hMPX/USA/CA-LACPHL-MA00178/2022
2314	OP314958	2022-08-01	North America	USA	MPXV22/human/USA-NE-99
2315	OP123055	2022-07-05	North America	USA	MpxV/human/USA/OH-UW-070822/2022
2316	OP536723	2022-06-22	North America	USA	MPXV-USA-IL-IDPH-062
2317	OP450987	2022-07-01	North America	USA	MPXV_USA_2022_WA0009
2318	OP536700	2022-06-19	North America	USA	MPXV-USA-IL-IDPH-039
2319	OP536726	2022-06-27	North America	USA	MPXV-USA-IL-IDPH-065
2320	OP536698	2022-06-17	North America	USA	MPXV-USA-IL-IDPH-037
2321	OP693656	2022-09-10	South America	Colombia	CUN_INS_MPX_0751_C
2322	OP603011	2022-06-30	North America	USA	MPXV_USA_2022_IN0005
2323	OP524006	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI404
2324	OP440557	2022-07-25	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00036/2022
2325	OP310067	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082625/2022
2326	OP169336	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-070499/2022
2327	OP879748	2022-07-12	North America	USA	NJ-MPXV-033
2328	OP879738	2022-07-06	North America	USA	NJ-MPXV-020-rep2
2329	OP431825	2022-08-07	North America	USA	MPXV22/human/USA-NE-127
2330	OP642421	2022-09-03	South America	Colombia	ANT-LDSP-ANT-MPX-25510E
2331	OP536719	2022-07-05	North America	USA	MPXV-USA-IL-IDPH-058
2332	OQ121956	2022-08-28	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10012/2022
2333	OP536680	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-019
2334	OP536668	2022-07-02	North America	USA	MPXV-USA-IL-IDPH-007
2335	OP314960	2022-08-04	North America	USA	MPXV22/human/USA-NE-115
2336	OP303782	2022-06-30	North America	USA	MPXV_USA_2022_IL0027
2337	OP055809	2022-07-05	North America	USA	MpxV/human/USA/WA-UW-076082/2022
2338	OQ148469	2022-11-11	South America	Colombia	LBMB-UTP_MP-013_VAC
2339	OP536712	2022-06-24	North America	USA	MPXV-USA-IL-IDPH-051
2340	OP314957	2022-07-27	North America	USA	MPXV22/human/USA-NE-83
2341	OQ121958	2022-08-27	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10014/2022
2342	OP597789	2022-07-18	North America	USA	MN-MDH-MPXV_0015
2343	OP890530	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00296/2022
2344	OP890531	2022-09-30	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00297/2022
2345	OP440583	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00010/2022
2346	OP440582	2022-07-22	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00009/2022
2347	OP536724	2022-06-27	North America	USA	MPXV-USA-IL-IDPH-063
2348	OP536692	2022-06-14	North America	USA	MPXV-USA-IL-IDPH-031
2349	OP442561	2022-08-17	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00076/2022
2350	OP440591	2022-07-25	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00022/2022
2351	OQ054222	2022-09-01	North America	USA	MPXV_USA_2022_IA0003
2352	OP881950	2022-08-23	North America	USA	MPXV_USA_2022_MO0001
2353	OQ148467	2022-09-13	South America	Colombia	LBMB-UTP_MP-010_TOL
2354	OQ107058	2022-09-14	South America	Colombia	LBMB-UTP_MP-001_QUI
2355	OP920682	2022-11-09	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00344/2022
2356	OP890529	2022-10-26	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00324/2022
2357	OP536676	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-015
2358	OP752113	2022-07-21	North America	USA	MPXV_USA_2022_NY0035
2359	OP378706	2022-06-20	North America	USA	MPXV_USA_2022_IL0053
2360	OP752123	2022-07-31	North America	USA	MPXV_USA_2022_WA0011
2361	OP257259	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-085684/2022
2362	OP257250	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087527/2022
2363	OP526855	2022-08-01	North America	USA	MPXV_USA_2022_NY0493
2364	OP442555	2022-08-05	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00073/2022
2365	OP442570	2022-07-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00082/2022
2366	OP587262	2022-07-28	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000041/2022
2367	OP587263	2022-07-28	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000042/2022
2368	OP440606	2022-08-04	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00064/2022
2369	OP440595	2022-07-18	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00015/2022
2370	OP580604	2022-08-01	North America	USA	hMPX/USA/CA-LACPHL-MA00171/2022
2371	OP442558	2022-08-16	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00075/2022
2372	OP442557	2022-08-19	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00074/2022
2373	OP615279	2022-09-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00206/2022
2374	OP440607	2022-08-01	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00065/2022
2375	OP440604	2022-08-08	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00062/2022
2376	OP440605	2022-08-08	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00063/2022
2377	OP392550	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087336/2022
2378	OP392538	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-081714/2022
2379	OP310052	2022-08-09	North America	USA	MpxV/human/USA/WA-UW-081935/2022
2380	OP743983	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-099493/2022
2381	OP743965	2022-09-12	North America	USA	MpxV/human/USA/WA-UW-090263/2022
2382	OP628478	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087628/2022
2383	OP743989	2022-09-11	North America	USA	MpxV/human/USA/WA-UW-090611/2022
2384	OP628477	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-087577/2022
2385	OP743968	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-099479/2022
2386	OP628441	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-081326/2022
2387	OP747055	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-095970/2022
2388	OP743988	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-095681/2022
2389	OP743974	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-092407/2022
2390	OP743981	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-093226/2022
2391	OP628471	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-086901/2022
2392	OP328307	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083953/2022
2393	OP628481	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087818/2022
2394	OP310045	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-080043/2022
2395	OP743975	2022-09-12	North America	USA	MpxV/human/USA/WA-UW-098297/2022
2396	OP392543	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083584/2022
2397	OP743990	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-098408/2022
2398	OP715788	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-091072/2022
2399	OP747052	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-096615/2022
2400	OQ330984	2022-10-11	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00364/2022
2401	OP539933	2022-09-12	North America	USA	MPX/Human/USA/CA-LACPHL-MA00148/2022
2402	OP539892	2022-08-22	North America	USA	MPX/Human/USA/CA-LACPHL-MA00107/2022
2403	OP628457	2022-08-08	North America	USA	MpxV/human/USA/WA-UW-084263/2022
2404	OP680493	2022-07-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00215/2022
2405	OP879733	2022-08-17	North America	USA	NJ-MPXV-013-rep2
2406	OP879730	2022-08-12	North America	USA	NJ-MPXV-010
2407	OP743993	2022-09-23	North America	USA	MpxV/human/USA/WA-UW-094603/2022
2408	OP747058	2022-10-01	North America	USA	MpxV/human/USA/WA-UW-109000/2022
2409	OP715789	2022-09-23	North America	USA	MpxV/human/USA/WA-UW-095695/2022
2410	OP743986	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-098348/2022
2411	OP743980	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-091162/2022
2412	OP628465	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-085769/2022
2413	OP628438	2022-08-31	North America	USA	MpxV/human/USA/WA-UW-080597/2022
2414	OP205122	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000165
2415	OP205090	2022-06-13	Western Europe	United Kingdom	MPXV_UK_2022_9000102
2416	OP205103	2022-07-06	Western Europe	United Kingdom	MPXV_UK_2022_9000138
2417	OP415181	2022-07-01	Western Europe	United Kingdom	MPX_dTfiMV_9000200
2418	OP205106	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000143
2419	OP018607	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI185
2420	OP580152	2022-06-04	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000004/2022
2421	OP303790	2022-06-01	North America	USA	MPXV_USA_2022_IL0044
2422	OP604567	2022-09-12	North America	USA	MPXV22/human/USA-OK-288
2423	OP536706	2022-06-23	North America	USA	MPXV-USA-IL-IDPH-045
2424	OP205137	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000192
2425	OP205101	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000136
2426	ON929088	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI133
2427	OP415241	2022-07-01	Western Europe	United Kingdom	MPX_lBTTWI_9000279
2428	OP205081	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000078
2429	OP205070	2022-06-06	Western Europe	United Kingdom	MPXV_UK_2022_9000064
2430	ON843170	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0031/2022
2431	OP225963	2022-06-18	North America	USA	MPXV_USA_2022_CO0006
2432	OP536710	2022-06-23	North America	USA	MPXV-USA-IL-IDPH-049
2433	OP415219	2022-08-01	Western Europe	United Kingdom	MPX_AooXJI_9000248
2434	OP415182	2022-07-24	Western Europe	United Kingdom	MPX_Yob5K4_9000201
2435	OP415183	2022-07-24	Western Europe	United Kingdom	MPX_Yob5K4_9000202
2436	OP415262	2022-08-24	Western Europe	United Kingdom	MPX_Gb1XpC_9000323
2437	OP415238	2022-08-01	Western Europe	United Kingdom	MPX_GGr0lD_9000276
2438	OP450986	2022-06-30	North America	USA	MPXV_USA_2022_TX0015
2439	OP205118	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000160
2440	OP440549	2022-08-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00034/2022
2441	OP539900	2022-09-14	North America	USA	MPX/Human/USA/CA-LACPHL-MA00115/2022
2442	OP539901	2022-09-14	North America	USA	MPX/Human/USA/CA-LACPHL-MA00116/2022
2443	OP536688	2022-06-12	North America	USA	MPXV-USA-IL-IDPH-027
2444	OP604521	2022-07-31	North America	USA	MPXV_USA_2022_TX0020
2445	OP524012	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI410
2446	OP415272	2022-08-25	Western Europe	United Kingdom	MPX_bSkpM3_9000334
2447	OQ159037	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/ON/RKI642
2448	OP263628	2022-08-25	Western Europe	Germany	MPXV/Germany/2022/RKI274
2449	OP415278	2022-08-25	Western Europe	United Kingdom	MPX_ev2D41_9000352
2450	OP390200	2022-07-15	Western Europe	United Kingdom	hMpxV/UK/LMO-036a/2022
2451	OP440550	2022-08-13	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00035/2022
2452	OP390206	2022-07-27	Western Europe	United Kingdom	hMpxV/UK/LMO-047a/2022
2453	OP245347	2022-07-15	Southern Europe	Portugal	MPX/PT0113/2022
2454	OP414329	2022-06-08	Southern Europe	Portugal	Monkeypox/PT0295/2022
2455	OP390190	2022-06-21	Western Europe	United Kingdom	hMpxV/UK/LMO-012a/2022
2456	OP615340	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI458
2457	OP536685	2022-06-09	North America	USA	MPXV-USA-IL-IDPH-024
2458	OP415260	2022-08-25	Western Europe	United Kingdom	MPX_PZ8OdF_9000319
2459	OP205119	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000161
2460	OP185712	2022-06-09	North America	USA	MPXV_USA_2022_IL0005
2461	ON853665	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI083
2462	OP263633	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI278
2463	OP355576	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI319
2464	OP523999	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI396
2465	ON813259	2022-06-21	Western Europe	Germany	MPXV/Germany/2022/RKI055
2466	OP355575	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI318
2467	OP415252	2022-08-25	Western Europe	United Kingdom	MPX_WOcPOH_9000297
2468	OP415243	2022-08-18	Western Europe	United Kingdom	MPX_vSkiJH_9000281
2469	OP440598	2022-07-25	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00025/2022
2470	OP215214	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI212
2471	ON959172	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI158
2472	ON755249	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI043
2473	OP626133	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI495
2474	OP215243	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI206
2475	OQ159026	2022-10-01	Western Europe	Germany	MPXV/Germany/2022/RKI631
2476	OP680487	2022-07-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00209/2022
2477	OP523983	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI381
2478	ON755255	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI049
2479	OP484682	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI361
2480	OP484678	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI357
2481	OP205071	2022-06-06	Western Europe	United Kingdom	MPXV_UK_2022_9000065
2482	OP881944	2022-09-01	North America	USA	MPXV_USA_2022_DE0001
2483	OP245314	2022-07-28	Southern Europe	Portugal	MPX/PT0058/2022
2484	OP715824	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI544
2485	OP531888	2022-08-05	North America	USA	B1118313
2486	OP215210	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI202
2487	OP715817	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI537
2488	ON959153	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI165
2489	OP603017	2022-06-27	North America	USA	MPXV_USA_2022_CA0033
2490	OP215230	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI187
2491	ON959171	2022-07-24	Western Europe	Germany	MPXV/Germany/2022/RKI157
2492	OP415186	2022-06-01	Western Europe	United Kingdom	MPX_cmjxZM_9000205
2493	OP205077	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000071
2494	OP415221	2022-08-01	Western Europe	United Kingdom	MPX_diQWGf_9000250
2495	OP205084	2022-05-30	Western Europe	United Kingdom	MPXV_UK_2022_9000093
2496	OP205097	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000130
2497	OP415201	2022-07-01	Western Europe	United Kingdom	MPX_K1dQNt_9000225
2498	OP415222	2022-08-01	Western Europe	United Kingdom	MPX_12DvO8_9000251
2499	OP415199	2022-07-01	Western Europe	United Kingdom	MPX_K1dQNt_9000223
2500	OP415200	2022-07-06	Western Europe	United Kingdom	MPX_K1dQNt_9000224
2501	OP415198	2022-07-24	Western Europe	United Kingdom	MPX_2v76E1_9000222
2502	OP415197	2022-07-24	Western Europe	United Kingdom	MPX_2v76E1_9000221
2503	OP415249	2022-08-17	Western Europe	United Kingdom	MPX_nKUAZz_9000294
2504	OP415230	2022-08-17	Western Europe	United Kingdom	MPX_dlHLXa_9000261
2505	OP555476	2022-07-13	Southern Europe	Portugal	Monkeypox/PT0380/2022
2506	OP205100	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000134
2507	OP727822	2022-10-02	Western Europe	Belgium	PrEV_case_2
2508	OP205099	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000133
2509	OP743366	2022-08-05	North America	USA	MPXV/Human/USA/UT-UPHL-82200236/2022
2510	OP687936	2022-07-19	North America	USA	MPXV_USA_2022_NC0009
2511	OP604527	2022-06-22	North America	USA	MPXV_USA_2022_MD0002
2512	OP881948	2022-08-19	North America	USA	MPXV_USA_2022_MD0006
2513	OP378696	2022-06-22	North America	USA	MPXV_USA_2022_DC0008
2514	OP604532	2022-06-22	North America	USA	MPXV_USA_2022_DC0012
2515	OP480404	2022-08-04	North America	USA	hMPXV/USA/NC-UNC-0003/2022
2516	OP378695	2022-06-22	North America	USA	MPXV_USA_2022_DC0010
2517	OP279036	2022-06-30	North America	Canada	MpxV/human/CAN/UN-NML-4112/2022
2518	OP920699	2022-10-31	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00361/2022
2519	OP743961	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-086295/2022
2520	OP415214	2022-07-31	Western Europe	United Kingdom	MPX_42KDT6_9000240
2521	OP415215	2022-08-01	Western Europe	United Kingdom	MPX_42KDT6_9000241
2522	OP480419	2022-08-30	North America	USA	hMPXV/USA/NC-UNC-0020/2022
2523	OP480410	2022-08-09	North America	USA	hMPXV/USA/NC-UNC-0009/2022
2524	OP480408	2022-08-05	North America	USA	hMPXV/USA/NC-UNC-0007/2022
2525	OP331338	2022-07-04	Western Europe	United Kingdom	MPXV_UK_2022_9000194
2526	OP205076	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000070
2527	OP205111	2022-06-14	Western Europe	United Kingdom	MPXV_UK_2022_9000148
2528	OP414346	2022-06-03	Southern Europe	Portugal	Monkeypox/PT0313/2022
2529	OP555475	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0379/2022
2530	OP205098	2022-07-05	Western Europe	United Kingdom	MPXV_UK_2022_9000131
2531	OP204840	2022-06-10	Western Europe	France	PatientMPXV
2532	OP415190	2022-06-30	Western Europe	United Kingdom	MPX_KJ3uDD_9000210
2533	OP414303	2022-06-17	Southern Europe	Portugal	Monkeypox/PT0263/2022
2534	OP245357	2022-07-14	Southern Europe	Portugal	MPX/PT0124/2022
2535	OP555558	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0479/2022
2536	OP245307	2022-08-01	Southern Europe	Portugal	MPX/PT0050/2022
2537	OP324503	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0189/2022
2538	OP324535	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0225/2022
2539	OP324526	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0216/2022
2540	OP415218	2022-07-16	Western Europe	United Kingdom	MPX_V5dRAI_9000247
2541	OP414335	2022-06-07	Southern Europe	Portugal	Monkeypox/PT0301/2022
2542	OP414322	2022-06-10	Southern Europe	Portugal	Monkeypox/PT0287/2022
2543	OP324531	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0221/2022
2544	OP245337	2022-07-21	Southern Europe	Portugal	MPX/PT0086/2022
2545	OP324494	2022-06-30	Southern Europe	Portugal	Monkeypox/PT0179/2022
2546	OP324545	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0237/2022
2547	OP414387	2022-06-26	Southern Europe	Portugal	Monkeypox/PT0364/2022
2548	OP414310	2022-06-16	Southern Europe	Portugal	Monkeypox/PT0270/2022
2549	OP555568	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0493/2022
2550	OP245331	2022-07-28	Southern Europe	Portugal	MPX/PT0077/2022
2551	ON792321	2022-06-02	Western Europe	Switzerland	hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022
2552	OP837337	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI575
2553	OP752124	2022-07-01	North America	USA	MPXV_USA_2022_WA0012
2554	OP215223	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI234
2555	OP303785	2022-06-01	North America	USA	MPXV_USA_2022_IL0042
2556	OP484669	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI348
2557	ON755238	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI032
2558	OP743359	2022-07-07	North America	USA	MPXV/Human/USA/UT-UPHL-82200049/2023
2559	ON694338	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI017
2560	ON929087	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI132
2561	ON755252	2022-06-08	Western Europe	Germany	MPXV/Germany/2022/RKI046
2562	OP715835	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI555
2563	OP270471	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI282
2564	OP185709	2022-06-01	North America	USA	MPXV_USA_2022_TX0001
2565	ON694333	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI022
2566	ON694337	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI020
2567	OP355571	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI313
2568	OP355565	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI304
2569	OP536689	2022-06-13	North America	USA	MPXV-USA-IL-IDPH-028
2570	ON853653	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI076
2571	OP752114	2022-06-01	North America	USA	MPXV_USA_2022_OR0003
2572	OP715831	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI551
2573	OP689676	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI523
2574	OP837335	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI573
2575	OP055801	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-078327/2022
2576	OP594201	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI437
2577	OP355580	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI324
2578	OP355564	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI303
2579	OP536707	2022-06-23	North America	USA	MPXV-USA-IL-IDPH-046
2580	OP215247	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI211
2581	OP604524	2022-07-01	North America	USA	MPXV_USA_2022_NV0003
2582	OP018605	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI182
2583	ON755236	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI030
2584	OP184763	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-076773/2022
2585	OP837475	2022-09-19	South America	Colombia	DC_INS_MPX_1009_L
2586	ON853673	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI094
2587	OP484663	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI340
2588	OP169344	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-071966/2022
2589	OP392549	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087104/2022
2590	ON755242	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI036
2591	OP523980	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI378
2592	OP310061	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088764/2022
2593	OP628443	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-081446/2022
2594	ON929066	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI108
2595	OP382479	2022-07-01	Western Europe	France	hMPXV-IHU00002
2596	OP055802	2022-07-01	North America	USA	MpxV/human/USA/Unknown-UW-077794/2022
2597	ON694340	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI014
2598	OP310042	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089266/2022
2599	OP055803	2022-07-01	North America	USA	MpxV/human/USA/Unknown-UW-073599/2022
2600	ON694329	2022-05-15	Western Europe	Germany	MPXV/Germany/2022/RKI025
2601	OQ274890	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/ON/RKI671
2602	OP434519	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-074978/2022
2603	ON755250	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI044
2604	ON694332	2022-05-31	Western Europe	Germany	MPXV/Germany/2022/RKI023
2605	OP382488	2022-07-19	Western Europe	France	hMPXV-IHU00011
2606	ON813256	2022-06-08	Western Europe	Germany	MPXV/Germany/2022/RKI059
2607	ON929077	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI122
2608	OP310055	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-086360/2022
2609	OP555635	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0564/2022
2610	OP055805	2022-07-01	North America	USA	MpxV/human/USA/Unknown-UW-076991/2022
2611	OP123046	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-078870/2022
2612	ON813265	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI065
2613	OP123041	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-070134/2022
2614	OP169346	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-072839/2022
2615	OP215245	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI208
2616	OP215268	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI248
2617	OP747051	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-085359/2022
2618	OP743955	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089756/2022
2619	OP257257	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-080706/2022
2620	OP184764	2022-07-31	North America	USA	MpxV/human/USA/WA-UW-074932/2022
2621	OP743962	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-088248/2022
2622	OP628479	2022-08-24	North America	USA	MpxV/human/USA/WA-UW-087689/2022
2623	OP303789	2022-06-25	North America	USA	MPXV_USA_2022_NY0014
2624	ON959136	2022-06-24	North America	USA	MPXV_USA_2022_NY005
2625	OP381201	2022-07-25	North America	USA	hMpxV/USA/ID-IBL-839457/2022
2626	OP381207	2022-08-05	North America	USA	hMpxV/USA/ID-IBL-843375/2022
