date	location	median_I_smooth	I_smooth_upper_80	I_smooth_lower_80
2022-12-24	Colombia	23.990768	25.727856	22.094013
2022-12-25	Colombia	23.44102	25.144371	21.592539
2022-12-26	Colombia	22.914242	24.56878	21.097937
2022-12-27	Colombia	22.407082	23.999086	20.593163
2022-12-28	Colombia	21.881878	23.435291	20.095858
2022-12-29	Colombia	21.34312	22.875647	19.60379
2022-12-30	Colombia	20.828382	22.346628	19.114979
2022-12-31	Colombia	20.311981	21.828503	18.619665
2023-01-01	Colombia	19.783417	21.273066	18.122509
2023-01-02	Colombia	19.269543	20.714222	17.62396
2023-01-03	Colombia	18.748121	20.182894	17.122719
2023-01-04	Colombia	18.223255	19.690735	16.618343
2023-01-05	Colombia	17.696375	19.190395	16.120886
2023-01-06	Colombia	17.190338	18.682999	15.611178
2023-01-07	Colombia	16.664791	18.143356	15.093637
2023-01-08	Colombia	16.12922	17.6292	14.574462
2023-01-09	Colombia	15.58843	17.107832	14.068816
2023-01-10	Colombia	15.037617	16.56064	13.568803
2023-01-11	Colombia	14.496935	15.992971	13.070185
2023-01-12	Colombia	13.95626	15.4239025	12.553455
2023-01-13	Colombia	13.416731	14.85466	12.03018
2023-01-14	Colombia	12.879152	14.307121	11.529403
2023-01-15	Colombia	12.333927	13.771028	11.042811
2023-01-16	Colombia	11.795383	13.232515	10.565142
2023-01-17	Colombia	11.282276	12.697008	10.093803
2023-01-18	Colombia	10.777809	12.165525	9.629582
2023-01-19	Colombia	10.26729	11.601233	9.173172
2023-01-20	Colombia	9.767163	11.036526	8.725201
2023-01-21	Colombia	9.264532	10.481938	8.286204
2023-01-22	Colombia	8.765273	9.938183	7.8566556
2023-01-23	Colombia	8.279469	9.40588	7.4369497
2023-01-24	Colombia	7.8131733	8.885591	7.0274305
2023-01-25	Colombia	7.3588443	8.377811	6.6254363
2023-01-26	Colombia	6.9133472	7.8960624	6.2182937
2022-05-19	France	11.130842	12.133066	10.742645
2022-05-20	France	11.51594	12.552837	11.114331
2022-05-21	France	11.381525	12.402825	10.997715
2022-05-22	France	8.087996	8.760237	7.818735
2022-05-23	France	4.4625835	4.760021	4.326545
2022-05-24	France	3.301681	3.4560304	3.1350236
2022-05-25	France	3.4411182	3.615635	3.25489
2022-05-26	France	3.9983635	4.2005854	3.7821314
2022-05-27	France	4.70235	4.9294987	4.4509044
2022-05-28	France	5.494421	5.7580566	5.2076254
2022-05-29	France	6.369375	6.6785307	6.0460653
2022-05-30	France	7.326721	7.68204	6.96552
2022-05-31	France	8.372469	8.7932205	7.9695926
2022-06-01	France	9.51469	9.993607	9.071446
2022-06-02	France	10.752136	11.287527	10.2681675
2022-06-03	France	12.105261	12.723274	11.572905
2022-06-04	France	13.556263	14.2403965	12.986661
2022-06-05	France	15.141638	15.917154	14.531037
2022-06-06	France	16.868362	17.738033	16.19807
2022-06-07	France	18.74659	19.714788	18.013472
2022-06-08	France	20.783695	21.862629	19.995121
2022-06-09	France	22.990698	24.192446	22.141981
2022-06-10	France	25.39592	26.692966	24.47472
2022-06-11	France	27.956459	29.359287	26.98666
2022-06-12	France	30.70195	32.26071	29.669817
2022-06-13	France	33.611267	35.350475	32.503056
2022-06-14	France	36.645283	38.55984	35.45558
2022-06-15	France	39.710747	41.81208	38.463898
2022-06-16	France	42.732925	45.005383	41.394
2022-06-17	France	45.616905	48.06947	44.217262
2022-06-18	France	48.267582	50.87601	46.81235
2022-06-19	France	50.60019	53.325222	49.08985
2022-06-20	France	52.532455	55.337067	50.985973
2022-06-21	France	54.048714	56.88372	52.456017
2022-06-22	France	55.164925	57.975502	53.51859
2022-06-23	France	55.894836	58.666454	54.27957
2022-06-24	France	56.38552	59.062706	54.697662
2022-06-25	France	56.811577	59.387043	54.995743
2022-06-26	France	57.302696	59.731846	55.378586
2022-06-27	France	58.0281	60.400986	55.952187
2022-06-28	France	59.16259	61.667767	56.91815
2022-06-29	France	60.92354	63.37823	58.459015
2022-06-30	France	63.381683	66.07193	60.71534
2022-07-01	France	66.66512	69.456696	63.816765
2022-07-02	France	70.87694	73.8834	67.82575
2022-07-03	France	75.98206	79.33133	72.77785
2022-07-04	France	82.038704	85.71873	78.68347
2022-07-05	France	89.04805	93.055176	85.49051
2022-07-06	France	96.96394	101.24569	93.21738
2022-07-07	France	105.70241	110.20938	101.57297
2022-07-08	France	115.153824	119.94875	110.612816
2022-07-09	France	125.062035	130.32063	120.29456
2022-07-10	France	135.4878	141.2038	130.36368
2022-07-11	France	146.26056	152.3809	140.79413
2022-07-12	France	157.17532	163.37845	151.40378
2022-07-13	France	167.99564	174.27806	161.9303
2022-07-14	France	178.46194	185.13399	172.30112
2022-07-15	France	188.58762	195.60957	182.11873
2022-07-16	France	198.03609	205.36327	191.40228
2022-07-17	France	206.60925	214.25505	199.78891
2022-07-18	France	214.15573	222.0353	207.1514
2022-07-19	France	220.41046	228.44563	213.30212
2022-07-20	France	225.29639	233.48656	218.05405
2022-07-21	France	228.93753	237.22902	221.69547
2022-07-22	France	231.24847	239.56097	224.03278
2022-07-23	France	232.19107	240.53914	225.12598
2022-07-24	France	232.02266	240.4436	224.90324
2022-07-25	France	230.7273	239.35611	223.77322
2022-07-26	France	228.66455	237.34904	221.79625
2022-07-27	France	226.26463	234.62242	219.26651
2022-07-28	France	223.46713	231.57292	216.4165
2022-07-29	France	220.58354	228.30644	213.39824
2022-07-30	France	217.97525	225.58226	210.35782
2022-07-31	France	215.51337	222.95985	207.83783
2022-08-01	France	213.53883	220.65814	205.87924
2022-08-02	France	212.06242	219.05676	204.36671
2022-08-03	France	211.29636	217.9222	203.31491
2022-08-04	France	210.91264	217.4447	202.80383
2022-08-05	France	211.29105	217.7685	202.8455
2022-08-06	France	211.96518	218.83708	203.60548
2022-08-07	France	212.97108	220.26535	204.55054
2022-08-08	France	214.35535	221.70355	205.62656
2022-08-09	France	215.7163	223.25139	206.9065
2022-08-10	France	216.9204	224.69687	208.12436
2022-08-11	France	218.00911	226.07622	209.10396
2022-08-12	France	218.8317	226.8502	209.72043
2022-08-13	France	218.89426	227.0681	209.80862
2022-08-14	France	218.4216	226.62877	209.19054
2022-08-15	France	217.3135	225.45403	208.06757
2022-08-16	France	215.3353	223.41461	206.20248
2022-08-17	France	212.54263	220.582	203.56058
2022-08-18	France	209.04611	217.00392	200.15009
2022-08-19	France	204.75862	212.49129	195.97302
2022-08-20	France	199.6838	207.27887	191.05283
2022-08-21	France	193.89758	201.31566	185.46509
2022-08-22	France	187.53424	194.7114	179.30823
2022-08-23	France	180.64005	187.58813	172.67699
2022-08-24	France	173.32098	180.11755	165.67465
2022-08-25	France	165.7007	172.4092	158.35617
2022-08-26	France	157.8689	164.49634	150.7951
2022-08-27	France	149.99126	156.43736	143.202
2022-08-28	France	142.24377	148.52553	135.79887
2022-08-29	France	134.62354	140.7451	128.45651
2022-08-30	France	127.23395	133.16257	121.346436
2022-08-31	France	120.096985	125.78331	114.52272
2022-09-01	France	113.29429	118.82358	108.01536
2022-09-02	France	106.8779	112.22235	101.82681
2022-09-03	France	100.85275	105.99951	96.05507
2022-09-04	France	95.20932	100.1835	90.64162
2022-09-05	France	89.97374	94.7741	85.617615
2022-09-06	France	85.13824	89.761154	80.96546
2022-09-07	France	80.659546	85.10961	76.65446
2022-09-08	France	76.513885	80.82422	72.652534
2022-09-09	France	72.687965	76.86848	68.95993
2022-09-10	France	69.13957	73.14192	65.54772
2022-09-11	France	65.816315	69.65066	62.386208
2022-09-12	France	62.75581	66.47981	59.446095
2022-09-13	France	59.906284	63.54992	56.699455
2022-09-14	France	57.18271	60.793083	54.120453
2022-09-15	France	54.615776	58.1843	51.685867
2022-09-16	France	52.205627	55.701714	49.375828
2022-09-17	France	49.888744	53.31687	47.174274
2022-09-18	France	47.648712	50.999466	45.065407
2022-09-19	France	45.51273	48.7227	43.000942
2022-09-20	France	43.44107	46.52437	41.002754
2022-09-21	France	41.453476	44.39863	39.108215
2022-09-22	France	39.539906	42.399323	37.223236
2022-09-23	France	37.695435	40.46227	35.45207
2022-09-24	France	35.92588	38.58717	33.750977
2022-09-25	France	34.201813	36.77426	32.11003
2022-09-26	France	32.519268	35.01976	30.528696
2022-09-27	France	30.891386	33.285995	29.006382
2022-09-28	France	29.325693	31.613586	27.549372
2022-09-29	France	27.841846	30.00895	26.150652
2022-09-30	France	26.412	28.494316	24.810863
2022-10-01	France	25.034496	27.060486	23.530813
2022-10-02	France	23.726599	25.693422	22.311274
2022-10-03	France	22.474009	24.393988	21.152863
2022-10-04	France	21.301493	23.162737	20.055933
2022-10-05	France	20.213781	21.999836	19.020508
2022-10-06	France	19.175304	20.904985	18.04633
2022-10-07	France	18.205051	19.877436	17.133493
2022-10-08	France	17.297562	18.91594	16.279713
2022-10-09	France	16.44971	18.018797	15.483417
2022-10-10	France	15.661993	17.183876	14.742669
2022-10-11	France	14.930685	16.399277	14.055195
2022-10-12	France	14.250727	15.663915	13.418744
2022-10-13	France	13.61969	14.983108	12.833763
2022-10-14	France	13.044549	14.353296	12.293436
2022-10-15	France	12.515678	13.770821	11.78884
2022-10-16	France	12.0286665	13.231973	11.320719
2022-10-17	France	11.574762	12.733049	10.889166
2022-10-18	France	11.150835	12.281873	10.484749
2022-10-19	France	10.76063	11.869803	10.111713
2022-10-20	France	10.398602	11.486695	9.7673435
2022-10-21	France	10.061078	11.129388	9.448447
2022-10-22	France	9.743544	10.794914	9.144913
2022-10-23	France	9.448563	10.480537	8.861828
2022-10-24	France	9.17038	10.183748	8.594015
2022-10-25	France	8.907459	9.902294	8.339452
2022-10-26	France	8.659134	9.634171	8.0972805
2022-10-27	France	8.416508	9.377619	7.868786
2022-10-28	France	8.184427	9.129684	7.652296
2022-10-29	France	7.9605813	8.88806	7.443864
2022-10-30	France	7.7463818	8.654304	7.2428412
2022-10-31	France	7.539809	8.427561	7.04797
2022-11-01	France	7.337071	8.207167	6.8443413
2022-11-02	France	7.140068	7.9926386	6.654284
2022-11-03	France	6.9508815	7.7836447	6.473783
2022-11-04	France	6.7675714	7.579995	6.2988567
2022-11-05	France	6.5909286	7.381611	6.1286774
2022-11-06	France	6.4192266	7.1885056	5.9567876
2022-11-07	France	6.2484665	7.00077	5.7886853
2022-11-08	France	6.082472	6.8185487	5.626202
2022-11-09	France	5.9216633	6.6420116	5.469443
2022-11-10	France	5.766197	6.471347	5.32286
2022-11-11	France	5.616235	6.306735	5.184458
2022-11-12	France	5.4719152	6.148107	5.051718
2022-11-13	France	5.333352	5.9995284	4.9247007
2022-11-14	France	5.200614	5.857443	4.8024354
2022-11-15	France	5.073725	5.7215977	4.682182
2022-11-16	France	4.9526477	5.5919576	4.5695057
2022-11-17	France	4.837345	5.468415	4.459372
2022-11-18	France	4.7279434	5.3507934	4.351941
2022-11-19	France	4.6238623	5.238847	4.248705
2022-11-20	France	4.524818	5.132259	4.1505194
2022-11-21	France	4.4304633	5.030648	4.0559826
2022-11-22	France	4.3404045	4.9335747	3.9650056
2022-11-23	France	4.254204	4.8373017	3.8783276
2022-11-24	France	4.170149	4.7446885	3.7941916
2022-11-25	France	4.08904	4.6552553	3.7127156
2022-11-26	France	4.011351	4.568417	3.6344483
2022-11-27	France	3.9355247	4.483583	3.5574038
2022-11-28	France	3.8610475	4.4001727	3.482709
2022-11-29	France	3.787479	4.3176208	3.4078283
2022-11-30	France	3.7145734	4.2353907	3.3335426
2022-12-01	France	3.641717	4.1529913	3.2643745
2022-12-02	France	3.5683506	4.069974	3.1906261
2022-12-03	France	3.4941258	3.9859514	3.1166692
2022-12-04	France	3.4187489	3.900595	3.04578
2022-12-05	France	3.3419828	3.8136456	2.975767
2022-12-06	France	3.2639165	3.7249112	2.8999848
2022-12-07	France	3.184679	3.6342666	2.8232925
2022-12-08	France	3.1036794	3.541656	2.74591
2022-12-09	France	3.020918	3.447085	2.6674395
2022-12-10	France	2.9341803	3.3506198	2.5885265
2022-12-11	France	2.8469362	3.2523808	2.5105493
2022-12-12	France	2.7588115	3.1525326	2.4292336
2022-12-13	France	2.6692066	3.0512774	2.3467412
2022-12-14	France	2.579269	2.94885	2.263773
2022-12-15	France	2.488422	2.8467703	2.1805143
2022-12-16	France	2.397024	2.7441664	2.0972984
2022-12-17	France	2.3055391	2.6410985	2.0161998
2022-12-18	France	2.214651	2.5378373	1.9360913
2022-12-19	France	2.1239467	2.4346466	1.8561893
2022-12-20	France	2.033359	2.3317811	1.7744685
2022-12-21	France	1.9432006	2.2294812	1.6929455
2022-12-22	France	1.8543217	2.127973	1.6123985
2022-12-23	France	1.7667603	2.0274656	1.5330919
2022-12-24	France	1.6801976	1.9281514	1.4550754
2022-12-25	France	1.5947081	1.830208	1.378466
2022-12-26	France	1.5099547	1.7337993	1.3033713
2022-12-27	France	1.4267982	1.6390781	1.2298889
2022-12-28	France	1.3449787	1.5461867	1.1581093
2022-12-29	France	1.264892	1.4552612	1.088118
2022-12-30	France	1.1867752	1.3664341	1.0199965
2022-12-31	France	1.1107333	1.2798344	0.9542109
2023-01-01	France	1.0369248	1.1955898	0.8904262
2023-01-02	France	0.9657243	1.1138265	0.82868475
2023-01-03	France	0.89666533	1.0346698	0.76899636
2023-01-04	France	0.82977057	0.95824367	0.71123016
2023-01-05	France	0.7652882	0.8846682	0.6557751
2023-01-06	France	0.70364946	0.8140577	0.6026986
2023-01-07	France	0.64488053	0.74652225	0.5520619
2023-01-08	France	0.58892775	0.6826016	0.5039185
2023-01-09	France	0.5358287	0.6218812	0.45831227
2023-01-10	France	0.48515326	0.56442666	0.4152753
2023-01-11	France	0.43747586	0.51028645	0.3748269
2023-01-12	France	0.39323354	0.45948887	0.33697206
2023-01-13	France	0.35219917	0.41204116	0.3017002
2023-01-14	France	0.31403232	0.36792794	0.26904583
2023-01-15	France	0.27865195	0.3271114	0.23893072
2023-01-16	France	0.24591789	0.28924873	0.21126495
2023-01-17	France	0.21637364	0.25448418	0.18597344
2023-01-18	France	0.18946372	0.22284469	0.16292232
2023-01-19	France	0.1647706	0.19420283	0.14194895
2023-01-20	France	0.1427803	0.16843462	0.12314656
2023-01-21	France	0.12322975	0.14562765	0.10632813
2023-01-22	France	0.10589025	0.12526053	0.09111956
2023-01-23	France	0.09057507	0.10719481	0.07784519
2023-01-24	France	0.07700451	0.09138286	0.066268764
2023-01-25	France	0.14776184	0.17193404	0.12795992
2023-01-26	France	0.75222063	0.86119014	0.65320885
2022-05-20	Germany	6.5665402	7.1047273	6.350313
2022-05-21	Germany	6.7941065	7.3509293	6.570394
2022-05-22	Germany	7.010312	7.569941	6.7808375
2022-05-23	Germany	7.303275	7.8141494	7.069561
2022-05-24	Germany	7.8576612	8.313181	7.598447
2022-05-25	Germany	8.666281	9.122557	8.388506
2022-05-26	Germany	9.587799	10.07835	9.28778
2022-05-27	Germany	10.539038	11.059229	10.210401
2022-05-28	Germany	11.485439	12.036923	11.135786
2022-05-29	Germany	12.418097	13.005768	12.052263
2022-05-30	Germany	13.341731	13.964737	12.956919
2022-05-31	Germany	14.248641	14.91391	13.846326
2022-06-01	Germany	15.142463	15.840915	14.720338
2022-06-02	Germany	16.02803	16.744858	15.580088
2022-06-03	Germany	16.903328	17.634819	16.427423
2022-06-04	Germany	17.76637	18.524569	17.267872
2022-06-05	Germany	18.623928	19.413609	18.106998
2022-06-06	Germany	19.488552	20.304672	18.943382
2022-06-07	Germany	20.359444	21.204788	19.7883
2022-06-08	Germany	21.24429	22.121504	20.648767
2022-06-09	Germany	22.158707	23.062416	21.531916
2022-06-10	Germany	23.101639	24.042437	22.447334
2022-06-11	Germany	24.072353	25.060406	23.405027
2022-06-12	Germany	25.094803	26.114046	24.40404
2022-06-13	Germany	26.16151	27.191244	25.448439
2022-06-14	Germany	27.274364	28.337873	26.54198
2022-06-15	Germany	28.443558	29.53359	27.687695
2022-06-16	Germany	29.666374	30.783075	28.889383
2022-06-17	Germany	30.955706	32.09202	30.152683
2022-06-18	Germany	32.302452	33.469486	31.484673
2022-06-19	Germany	33.7425	34.93123	32.897926
2022-06-20	Germany	35.275436	36.489307	34.40264
2022-06-21	Germany	36.911034	38.155087	36.001507
2022-06-22	Germany	38.660206	39.895428	37.74875
2022-06-23	Germany	40.509106	41.775715	39.5773
2022-06-24	Germany	42.483677	43.83424	41.555656
2022-06-25	Germany	44.57793	45.987156	43.654617
2022-06-26	Germany	46.816727	48.275482	45.84375
2022-06-27	Germany	49.216225	50.651592	48.09172
2022-06-28	Germany	51.623875	53.1089	50.458115
2022-06-29	Germany	54.08127	55.662308	52.879925
2022-06-30	Germany	56.52005	58.132248	55.230865
2022-07-01	Germany	58.9205	60.537197	57.614475
2022-07-02	Germany	61.2602	62.912804	59.912785
2022-07-03	Germany	63.508865	65.211945	62.111847
2022-07-04	Germany	65.63008	67.35582	64.206726
2022-07-05	Germany	67.56137	69.30602	66.08759
2022-07-06	Germany	69.29659	71.07609	67.75875
2022-07-07	Germany	70.893585	72.63956	69.32932
2022-07-08	Germany	72.27351	73.982185	70.71666
2022-07-09	Germany	73.46101	75.11176	71.910774
2022-07-10	Germany	74.478516	76.04658	72.87046
2022-07-11	Germany	75.282364	76.86007	73.64316
2022-07-12	Germany	75.902435	77.48735	74.24062
2022-07-13	Germany	76.375305	77.97301	74.67675
2022-07-14	Germany	76.6488	78.267456	74.97499
2022-07-15	Germany	76.842804	78.47412	75.15736
2022-07-16	Germany	76.8815	78.54692	75.20999
2022-07-17	Germany	76.87028	78.48825	75.16586
2022-07-18	Germany	76.76204	78.36253	75.037865
2022-07-19	Germany	76.5346	78.1552	74.82101
2022-07-20	Germany	76.24521	77.89424	74.53802
2022-07-21	Germany	75.854996	77.589325	74.17332
2022-07-22	Germany	75.45156	77.23331	73.777534
2022-07-23	Germany	75.051865	76.871216	73.362564
2022-07-24	Germany	74.62213	76.372505	72.85585
2022-07-25	Germany	74.09837	75.87443	72.34044
2022-07-26	Germany	73.5547	75.330444	71.83064
2022-07-27	Germany	72.976654	74.74401	71.24782
2022-07-28	Germany	72.331314	74.096405	70.56393
2022-07-29	Germany	71.610275	73.36246	69.80424
2022-07-30	Germany	70.7727	72.55634	68.968185
2022-07-31	Germany	69.831696	71.6464	68.04468
2022-08-01	Germany	68.801956	70.65202	67.02451
2022-08-02	Germany	67.672485	69.56879	65.90002
2022-08-03	Germany	66.450554	68.38394	64.67016
2022-08-04	Germany	65.10216	67.07269	63.331966
2022-08-05	Germany	63.641575	65.62508	61.855293
2022-08-06	Germany	62.078705	64.02177	60.287937
2022-08-07	Germany	60.398224	62.343903	58.61358
2022-08-08	Germany	58.63732	60.53829	56.855663
2022-08-09	Germany	56.802757	58.642513	55.026833
2022-08-10	Germany	54.899628	56.65869	53.13563
2022-08-11	Germany	52.934868	54.609932	51.232563
2022-08-12	Germany	50.927563	52.53032	49.26115
2022-08-13	Germany	48.88285	50.452785	47.272316
2022-08-14	Germany	46.84709	48.36199	45.28247
2022-08-15	Germany	44.804344	46.279064	43.300507
2022-08-16	Germany	42.754456	44.216164	41.33524
2022-08-17	Germany	40.74874	42.18042	39.39831
2022-08-18	Germany	38.800957	40.18389	37.500786
2022-08-19	Germany	36.890816	38.234764	35.643238
2022-08-20	Germany	35.03127	36.34131	33.836
2022-08-21	Germany	33.234512	34.50803	32.100517
2022-08-22	Germany	31.519703	32.740154	30.42633
2022-08-23	Germany	29.879654	31.04211	28.815407
2022-08-24	Germany	28.295261	29.415758	27.280296
2022-08-25	Germany	26.780323	27.852882	25.816252
2022-08-26	Germany	25.329674	26.357737	24.416634
2022-08-27	Germany	23.951199	24.942383	23.084663
2022-08-28	Germany	22.641392	23.59558	21.81874
2022-08-29	Germany	21.397781	22.316326	20.616793
2022-08-30	Germany	20.21776	21.100626	19.475262
2022-08-31	Germany	19.098495	19.946398	18.391523
2022-09-01	Germany	18.037045	18.861654	17.363823
2022-09-02	Germany	17.035566	17.837185	16.389456
2022-09-03	Germany	16.080704	16.86272	15.465929
2022-09-04	Germany	15.179055	15.925123	14.590268
2022-09-05	Germany	14.323926	15.0346	13.759986
2022-09-06	Germany	13.514518	14.188009	12.97354
2022-09-07	Germany	12.743874	13.387373	12.228286
2022-09-08	Germany	12.012526	12.6285715	11.521422
2022-09-09	Germany	11.318422	11.908032	10.852061
2022-09-10	Germany	10.661605	11.224168	10.215648
2022-09-11	Germany	10.039493	10.575549	9.615425
2022-09-12	Germany	9.449726	9.960875	9.049736
2022-09-13	Germany	8.891792	9.378957	8.515355
2022-09-14	Germany	8.36466	8.828683	8.009793
2022-09-15	Germany	7.8692904	8.309	7.529025
2022-09-16	Germany	7.4044013	7.8199315	7.0817213
2022-09-17	Germany	6.9636784	7.3593016	6.658977
2022-09-18	Germany	6.54884	6.9261527	6.2615747
2022-09-19	Germany	6.159176	6.519574	5.8889723
2022-09-20	Germany	5.79537	6.1389933	5.540138
2022-09-21	Germany	5.4552355	5.783152	5.2140603
2022-09-22	Germany	5.1394205	5.450802	4.9097333
2022-09-23	Germany	4.845129	5.140671	4.626152
2022-09-24	Germany	4.5709734	4.851954	4.3623185
2022-09-25	Germany	4.315266	4.583799	4.117036
2022-09-26	Germany	4.0787477	4.3348465	3.8876593
2022-09-27	Germany	3.858511	4.102321	3.6767013
2022-09-28	Germany	3.6536279	3.8865545	3.4815197
2022-09-29	Germany	3.4642072	3.6865475	3.3005505
2022-09-30	Germany	3.2892537	3.501375	3.1324081
2022-10-01	Germany	3.12692	3.329677	2.976166
2022-10-02	Germany	2.9759521	3.1703176	2.831429
2022-10-03	Germany	2.835793	3.0223413	2.697346
2022-10-04	Germany	2.705595	2.8848584	2.5721288
2022-10-05	Germany	2.58457	2.7570379	2.455968
2022-10-06	Germany	2.4719844	2.6381083	2.3479557
2022-10-07	Germany	2.3664055	2.527353	2.2474413
2022-10-08	Germany	2.267878	2.4241104	2.1530488
2022-10-09	Germany	2.1770082	2.3280175	2.0641127
2022-10-10	Germany	2.0921793	2.2380764	1.9810598
2022-10-11	Germany	2.012883	2.1539774	1.9036584
2022-10-12	Germany	1.9380108	2.0752842	1.8312144
2022-10-13	Germany	1.8676	2.0015671	1.7649313
2022-10-14	Germany	1.801539	1.9324366	1.703341
2022-10-15	Germany	1.7395583	1.8659533	1.6456244
2022-10-16	Germany	1.681719	1.804513	1.5914176
2022-10-17	Germany	1.6278064	1.7476068	1.5404701
2022-10-18	Germany	1.5774565	1.694039	1.4925601
2022-10-19	Germany	1.5300964	1.6439734	1.4474922
2022-10-20	Germany	1.4854681	1.5972426	1.4050941
2022-10-21	Germany	1.4430195	1.553267	1.3646829
2022-10-22	Germany	1.4037676	1.5113568	1.3262992
2022-10-23	Germany	1.3667685	1.4719074	1.290193
2022-10-24	Germany	1.33178	1.4348924	1.2561929
2022-10-25	Germany	1.2992467	1.4002188	1.2242627
2022-10-26	Germany	1.2686064	1.3678058	1.1943568
2022-10-27	Germany	1.2397761	1.3375825	1.166406
2022-10-28	Germany	1.2131838	1.3096743	1.140348
2022-10-29	Germany	1.1890199	1.2841595	1.1161251
2022-10-30	Germany	1.1666998	1.2606691	1.0936838
2022-10-31	Germany	1.1453646	1.2391573	1.072973
2022-11-01	Germany	1.1258178	1.2195793	1.0533247
2022-11-02	Germany	1.1080098	1.2018433	1.035236
2022-11-03	Germany	1.0922198	1.1858854	1.0187242
2022-11-04	Germany	1.0785029	1.1717198	1.0037359
2022-11-05	Germany	1.0663843	1.1592963	0.9905353
2022-11-06	Germany	1.0558141	1.148673	0.9788505
2022-11-07	Germany	1.046741	1.1396018	0.968532
2022-11-08	Germany	1.0386391	1.1322567	0.95952505
2022-11-09	Germany	1.031461	1.1264393	0.95177287
2022-11-10	Germany	1.0253868	1.122091	0.9452911
2022-11-11	Germany	1.020814	1.1189669	0.93997127
2022-11-12	Germany	1.0178633	1.1161661	0.93573284
2022-11-13	Germany	1.0156349	1.1139015	0.9325178
2022-11-14	Germany	1.0140585	1.1153092	0.9302677
2022-11-15	Germany	1.0135148	1.1177157	0.9289248
2022-11-16	Germany	1.0143921	1.1194185	0.9284379
2022-11-17	Germany	1.0154421	1.1217676	0.929068
2022-11-18	Germany	1.01759	1.1250437	0.93044865
2022-11-19	Germany	1.0198655	1.1288978	0.9325288
2022-11-20	Germany	1.0238008	1.1334087	0.9352594
2022-11-21	Germany	1.0289931	1.1397327	0.9385935
2022-11-22	Germany	1.0343897	1.1474344	0.9424867
2022-11-23	Germany	1.0400305	1.156484	0.94689685
2022-11-24	Germany	1.0456886	1.1662173	0.95178473
2022-11-25	Germany	1.0525808	1.176561	0.9571135
2022-11-26	Germany	1.0609226	1.1851308	0.9628495
2022-11-27	Germany	1.0700405	1.1957908	0.9689616
2022-11-28	Germany	1.0790483	1.2062418	0.9754206
2022-11-29	Germany	1.0884769	1.2172434	0.9821999
2022-11-30	Germany	1.098036	1.2294948	0.9892743
2022-12-01	Germany	1.1085348	1.2406645	0.9966198
2022-12-02	Germany	1.1194036	1.2528012	1.0042129
2022-12-03	Germany	1.1308062	1.2642404	1.0120293
2022-12-04	Germany	1.1425669	1.276237	1.0202256
2022-12-05	Germany	1.1546652	1.2910087	1.0284442
2022-12-06	Germany	1.1663761	1.3061616	1.0363272
2022-12-07	Germany	1.1782315	1.3214566	1.0443069
2022-12-08	Germany	1.1898685	1.3370605	1.0531802
2022-12-09	Germany	1.2027304	1.3530885	1.0623957
2022-12-10	Germany	1.2146791	1.3689183	1.0705509
2022-12-11	Germany	1.2268503	1.3829627	1.078668
2022-12-12	Germany	1.2385006	1.3973399	1.0866868
2022-12-13	Germany	1.2499204	1.4139346	1.0945395
2022-12-14	Germany	1.259702	1.430424	1.1023263
2022-12-15	Germany	1.2690086	1.4466982	1.1099852
2022-12-16	Germany	1.2794688	1.4625288	1.118619
2022-12-17	Germany	1.2901955	1.4777313	1.1260197
2022-12-18	Germany	1.3011565	1.4887185	1.1321166
2022-12-19	Germany	1.3117349	1.5001432	1.1374888
2022-12-20	Germany	1.3214482	1.5093652	1.1420215
2022-12-21	Germany	1.3286673	1.5176699	1.1453385
2022-12-22	Germany	1.3341645	1.5247366	1.1473676
2022-12-23	Germany	1.3369333	1.5340383	1.1481934
2022-12-24	Germany	1.3410668	1.5426979	1.1477046
2022-12-25	Germany	1.3435982	1.5496024	1.1462687
2022-12-26	Germany	1.3416326	1.5545796	1.1453162
2022-12-27	Germany	1.3403519	1.5574656	1.1407993
2022-12-28	Germany	1.3373487	1.5581051	1.1345862
2022-12-29	Germany	1.3329432	1.5563544	1.1266024
2022-12-30	Germany	1.3248777	1.55155	1.1168121
2022-12-31	Germany	1.3158436	1.5437108	1.1051677
2023-01-01	Germany	1.3044682	1.5316	1.0899894
2023-01-02	Germany	1.2907028	1.5144291	1.0723503
2023-01-03	Germany	1.274518	1.494412	1.0541384
2023-01-04	Germany	1.2559042	1.4715703	1.0347803
2023-01-05	Germany	1.2348716	1.4459262	1.0136312
2023-01-06	Germany	1.211533	1.4194509	0.9906529
2023-01-07	Germany	1.1863587	1.3918567	0.96520793
2023-01-08	Germany	1.1589235	1.361552	0.93776727
2023-01-09	Germany	1.1283014	1.3286271	0.9079432
2023-01-10	Germany	1.0954971	1.2931955	0.87693495
2023-01-11	Germany	1.0618854	1.2553914	0.84583336
2023-01-12	Germany	1.0262645	1.215371	0.8140168
2023-01-13	Germany	0.9890112	1.1733114	0.7804519
2023-01-14	Germany	0.95030177	1.1294069	0.74525285
2023-01-15	Germany	0.91032636	1.0838107	0.7094184
2023-01-16	Germany	0.8683115	1.0367969	0.6735662
2023-01-17	Germany	0.82509047	0.9886291	0.63760996
2023-01-18	Germany	0.7813804	0.939562	0.6019726
2023-01-19	Germany	0.73757875	0.8898598	0.56670475
2023-01-20	Germany	0.693232	0.83979344	0.5300875
2023-01-21	Germany	0.6490966	0.7896379	0.4939874
