date	location	median_I_smooth	I_smooth_upper_80	I_smooth_lower_80
2023-01-10	Belgium	0.048333526	0.04833382	0.048333526
2023-01-11	Belgium	0.047579214	0.047579512	0.047579214
2023-01-12	Belgium	0.04682898	0.04682929	0.04682898
2023-01-13	Belgium	0.046080843	0.046081148	0.046080843
2023-01-14	Belgium	0.045333084	0.0453334	0.045333084
2023-01-15	Belgium	0.04458431	0.044584636	0.04458431
2023-01-16	Belgium	0.043833405	0.04383372	0.043833405
2023-01-17	Belgium	0.043079518	0.043079846	0.043079518
2023-01-18	Belgium	0.042322055	0.04232239	0.042322055
2023-01-19	Belgium	0.041560635	0.041560978	0.041560635
2023-01-20	Belgium	0.04079509	0.040795438	0.04079509
2023-01-21	Belgium	0.040025406	0.040025756	0.040025406
2023-01-22	Belgium	0.03925171	0.03925206	0.03925171
2023-01-23	Belgium	0.038474217	0.038474564	0.038474217
2023-01-24	Belgium	0.03769516	0.037695512	0.03769516
2023-01-25	Belgium	0.03841972	0.038420063	0.03841972
2023-01-26	Belgium	0.048887383	0.04888769	0.048887383
2022-06-03	Canada	20.9339	22.383362	19.944029
2022-06-04	Canada	21.65833	23.157911	20.634182
2022-06-05	Canada	21.529892	22.994955	20.499136
2022-06-06	Canada	16.3521	17.25186	15.325584
2022-06-07	Canada	10.457825	11.050693	9.56573
2022-06-08	Canada	8.27248	9.068463	7.5192685
2022-06-09	Canada	8.183002	9.0926075	7.431499
2022-06-10	Canada	8.669143	9.615045	7.89334
2022-06-11	Canada	9.260778	10.229729	8.457201
2022-06-12	Canada	9.862539	10.833877	9.033678
2022-06-13	Canada	10.454983	11.415474	9.604966
2022-06-14	Canada	11.022974	11.981598	10.160336
2022-06-15	Canada	11.583277	12.536364	10.714858
2022-06-16	Canada	12.145744	13.0814295	11.256171
2022-06-17	Canada	12.714739	13.624838	11.812938
2022-06-18	Canada	13.285978	14.18139	12.372964
2022-06-19	Canada	13.862093	14.73173	12.9373
2022-06-20	Canada	14.452805	15.294338	13.520187
2022-06-21	Canada	15.068016	15.933757	14.131943
2022-06-22	Canada	15.72198	16.555908	14.777251
2022-06-23	Canada	16.407078	17.214458	15.461803
2022-06-24	Canada	17.143253	17.915909	16.190556
2022-06-25	Canada	17.92738	18.682627	16.97362
2022-06-26	Canada	18.76199	19.536266	17.79399
2022-06-27	Canada	19.651546	20.397583	18.654486
2022-06-28	Canada	20.55693	21.33056	19.540396
2022-06-29	Canada	21.45833	22.239807	20.42712
2022-06-30	Canada	22.347904	23.121332	21.300776
2022-07-01	Canada	23.150986	23.934832	22.093681
2022-07-02	Canada	23.883274	24.661308	22.83464
2022-07-03	Canada	24.47652	25.27057	23.443539
2022-07-04	Canada	24.931942	25.716	23.89598
2022-07-05	Canada	25.205276	25.976835	24.174868
2022-07-06	Canada	25.293272	26.055061	24.26346
2022-07-07	Canada	25.203773	25.958656	24.160301
2022-07-08	Canada	24.932331	25.702059	23.900066
2022-07-09	Canada	24.530792	25.339355	23.562944
2022-07-10	Canada	24.034786	24.875307	23.09755
2022-07-11	Canada	23.486412	24.325867	22.55449
2022-07-12	Canada	22.936268	23.802475	22.028492
2022-07-13	Canada	22.39965	23.314953	21.52475
2022-07-14	Canada	21.935352	22.924408	21.095291
2022-07-15	Canada	21.600613	22.646166	20.766956
2022-07-16	Canada	21.377277	22.46498	20.56744
2022-07-17	Canada	21.288754	22.413275	20.504856
2022-07-18	Canada	21.342075	22.51055	20.56989
2022-07-19	Canada	21.516201	22.744043	20.75033
2022-07-20	Canada	21.826363	23.085531	21.060438
2022-07-21	Canada	22.241913	23.498295	21.50078
2022-07-22	Canada	22.778946	24.010132	22.045109
2022-07-23	Canada	23.389383	24.666609	22.679413
2022-07-24	Canada	24.094799	25.394215	23.35699
2022-07-25	Canada	24.838991	26.150797	24.044065
2022-07-26	Canada	25.650639	26.922634	24.851234
2022-07-27	Canada	26.475967	27.696001	25.66382
2022-07-28	Canada	27.358465	28.53268	26.4284
2022-07-29	Canada	28.18026	29.354307	27.229294
2022-07-30	Canada	28.98685	30.10757	28.017609
2022-07-31	Canada	29.689526	30.829878	28.73401
2022-08-01	Canada	30.35947	31.494934	29.447893
2022-08-02	Canada	30.968887	32.116127	30.06422
2022-08-03	Canada	31.49142	32.60561	30.557697
2022-08-04	Canada	31.90555	33.036102	30.93013
2022-08-05	Canada	32.17109	33.372414	31.204762
2022-08-06	Canada	32.317787	33.575962	31.340992
2022-08-07	Canada	32.359467	33.63988	31.359053
2022-08-08	Canada	32.276596	33.557564	31.260727
2022-08-09	Canada	32.06173	33.346745	31.03512
2022-08-10	Canada	31.745926	33.01125	30.704388
2022-08-11	Canada	31.332577	32.59287	30.281376
2022-08-12	Canada	30.838463	32.07749	29.781883
2022-08-13	Canada	30.298107	31.554619	29.22548
2022-08-14	Canada	29.714075	30.990961	28.626657
2022-08-15	Canada	29.095768	30.347782	28.00744
2022-08-16	Canada	28.482063	29.73793	27.396435
2022-08-17	Canada	27.891731	29.129261	26.799358
2022-08-18	Canada	27.331577	28.564857	26.229307
2022-08-19	Canada	26.81594	28.056124	25.697512
2022-08-20	Canada	26.34934	27.593948	25.212385
2022-08-21	Canada	25.940617	27.177794	24.779457
2022-08-22	Canada	25.559565	26.800547	24.401388
2022-08-23	Canada	25.235874	26.500507	24.07817
2022-08-24	Canada	24.995438	26.266058	23.807384
2022-08-25	Canada	24.821136	26.08144	23.585505
2022-08-26	Canada	24.69046	25.943008	23.461288
2022-08-27	Canada	24.591854	25.843473	23.35332
2022-08-28	Canada	24.517918	25.771782	23.291906
2022-08-29	Canada	24.461441	25.721388	23.242033
2022-08-30	Canada	24.429245	25.705963	23.145954
2022-08-31	Canada	24.376812	25.68358	23.07528
2022-09-01	Canada	24.326073	25.629839	22.969847
2022-09-02	Canada	24.231323	25.523474	22.846241
2022-09-03	Canada	24.076609	25.42514	22.69381
2022-09-04	Canada	23.931017	25.268902	22.498528
2022-09-05	Canada	23.737452	25.071335	22.270172
2022-09-06	Canada	23.486847	24.83716	22.003431
2022-09-07	Canada	23.185703	24.547022	21.69726
2022-09-08	Canada	22.839153	24.200384	21.359884
2022-09-09	Canada	22.447014	23.79846	20.971329
2022-09-10	Canada	22.007908	23.341629	20.53875
2022-09-11	Canada	21.537327	22.831282	20.07084
2022-09-12	Canada	21.03043	22.277952	19.571774
2022-09-13	Canada	20.485613	21.692226	19.046501
2022-09-14	Canada	19.918163	21.085869	18.500542
2022-09-15	Canada	19.322538	20.46085	17.939754
2022-09-16	Canada	18.715702	19.83571	17.370115
2022-09-17	Canada	18.116377	19.192362	16.799105
2022-09-18	Canada	17.51275	18.578022	16.230865
2022-09-19	Canada	16.919228	17.953697	15.670582
2022-09-20	Canada	16.333242	17.331232	15.122889
2022-09-21	Canada	15.76172	16.747313	14.591748
2022-09-22	Canada	15.217279	16.190718	14.080378
2022-09-23	Canada	14.6958	15.659344	13.591215
2022-09-24	Canada	14.206186	15.154252	13.123114
2022-09-25	Canada	13.739901	14.676508	12.680662
2022-09-26	Canada	13.296656	14.226361	12.264167
2022-09-27	Canada	12.881876	13.803328	11.873211
2022-09-28	Canada	12.495368	13.406279	11.506783
2022-09-29	Canada	12.133883	13.033564	11.163393
2022-09-30	Canada	11.792756	12.683115	10.841176
2022-10-01	Canada	11.471821	12.35257	10.534622
2022-10-02	Canada	11.168737	12.038794	10.244241
2022-10-03	Canada	10.885605	11.738192	9.967803
2022-10-04	Canada	10.611134	11.44961	9.703754
2022-10-05	Canada	10.345943	11.170639	9.450112
2022-10-06	Canada	10.087257	10.899054	9.204081
2022-10-07	Canada	9.832588	10.63196	8.96631
2022-10-08	Canada	9.581663	10.368032	8.739515
2022-10-09	Canada	9.333031	10.101028	8.514846
2022-10-10	Canada	9.086956	9.834527	8.291092
2022-10-11	Canada	8.846722	9.567133	8.067304
2022-10-12	Canada	8.60275	9.298996	7.842806
2022-10-13	Canada	8.354371	9.031994	7.617218
2022-10-14	Canada	8.106477	8.771306	7.3904552
2022-10-15	Canada	7.8581624	8.512982	7.1626897
2022-10-16	Canada	7.6122694	8.254179	6.9343185
2022-10-17	Canada	7.366173	7.9955506	6.7059298
2022-10-18	Canada	7.120698	7.7377725	6.4782534
2022-10-19	Canada	6.8767943	7.480249	6.2521234
2022-10-20	Canada	6.637287	7.2176065	6.0284395
2022-10-21	Canada	6.401599	6.9684014	5.8081207
2022-10-22	Canada	6.1706347	6.724053	5.592074
2022-10-23	Canada	5.9452524	6.4854946	5.3811655
2022-10-24	Canada	5.7262363	6.2535825	5.1761875
2022-10-25	Canada	5.5138497	6.029069	4.97784
2022-10-26	Canada	5.307613	5.812584	4.7867093
2022-10-27	Canada	5.1094756	5.604627	4.6032643
2022-10-28	Canada	4.9193153	5.405261	4.4278426
2022-10-29	Canada	4.738163	5.2138295	4.260654
2022-10-30	Canada	4.565483	5.028857	4.1017785
2022-10-31	Canada	4.4013796	4.853314	3.9519286
2022-11-01	Canada	4.246153	4.6867104	3.8113163
2022-11-02	Canada	4.1003404	4.528587	3.678147
2022-11-03	Canada	3.961969	4.3790574	3.552102
2022-11-04	Canada	3.8304172	4.237641	3.432803
2022-11-05	Canada	3.7069063	4.102377	3.3187075
2022-11-06	Canada	3.5894158	3.9733198	3.2106225
2022-11-07	Canada	3.4772086	3.8507907	3.1082125
2022-11-08	Canada	3.3703513	3.734162	3.0109453
2022-11-09	Canada	3.2689724	3.6228168	2.9182942
2022-11-10	Canada	3.17203	3.516162	2.8297517
2022-11-11	Canada	3.0795808	3.4136395	2.7448356
2022-11-12	Canada	2.9904616	3.3147373	2.6637259
2022-11-13	Canada	2.904539	3.2240436	2.5854774
2022-11-14	Canada	2.821474	3.1359363	2.509719
2022-11-15	Canada	2.7406073	3.0500333	2.436107
2022-11-16	Canada	2.6625175	2.966024	2.364153
2022-11-17	Canada	2.586106	2.8827949	2.2937407
2022-11-18	Canada	2.5105958	2.7986286	2.22477
2022-11-19	Canada	2.4356754	2.7159328	2.157128
2022-11-20	Canada	2.362252	2.634688	2.0907469
2022-11-21	Canada	2.2901547	2.5548754	2.0256615
2022-11-22	Canada	2.2193937	2.4765153	1.9618887
2022-11-23	Canada	2.150231	2.400018	1.9000604
2022-11-24	Canada	2.083757	2.3269062	1.8396231
2022-11-25	Canada	2.017644	2.2554572	1.7806903
2022-11-26	Canada	1.9530293	2.1851525	1.7232338
2022-11-27	Canada	1.8911357	2.1143854	1.6673183
2022-11-28	Canada	1.8314953	2.0455265	1.6130085
2022-11-29	Canada	1.7736993	1.9797103	1.5603663
2022-11-30	Canada	1.7164695	1.917632	1.5094461
2022-12-01	Canada	1.6611967	1.857622	1.4602934
2022-12-02	Canada	1.6079826	1.7998163	1.4129417
2022-12-03	Canada	1.5568553	1.7431136	1.3674115
2022-12-04	Canada	1.5078247	1.6882722	1.3237089
2022-12-05	Canada	1.460882	1.6357917	1.2818251
2022-12-06	Canada	1.4160005	1.5855657	1.2417367
2022-12-07	Canada	1.3731356	1.5376253	1.2031286
2022-12-08	Canada	1.3318007	1.4929711	1.1662627
2022-12-09	Canada	1.292064	1.4505997	1.1313213
2022-12-10	Canada	1.2541572	1.4102025	1.0979675
2022-12-11	Canada	1.2179794	1.3716741	1.0661203
2022-12-12	Canada	1.1834219	1.3348995	1.0356904
2022-12-13	Canada	1.1504797	1.2997586	1.0065855
2022-12-14	Canada	1.1196895	1.2661349	0.9786176
2022-12-15	Canada	1.089918	1.2344584	0.95177466
2022-12-16	Canada	1.0612106	1.2032006	0.9259714
2022-12-17	Canada	1.0339383	1.1732622	0.9011165
2022-12-18	Canada	1.007485	1.1445588	0.87712365
2022-12-19	Canada	0.981925	1.1167692	0.8539118
2022-12-20	Canada	0.9570097	1.0897976	0.83140653
2022-12-21	Canada	0.93282557	1.0635574	0.8095408
2022-12-22	Canada	0.9096347	1.0379729	0.7882554
2022-12-23	Canada	0.88780427	1.0130105	0.7674994
2022-12-24	Canada	0.86584795	0.9886152	0.7471957
2022-12-25	Canada	0.84354883	0.9645866	0.7273047
2022-12-26	Canada	0.82169604	0.94091773	0.7078521
2022-12-27	Canada	0.80069745	0.9175586	0.6894678
2022-12-28	Canada	0.78024733	0.8949125	0.6704292
2022-12-29	Canada	0.7604657	0.87268966	0.6526318
2022-12-30	Canada	0.740487	0.8508915	0.63544476
2022-12-31	Canada	0.7211347	0.83058614	0.61799693
2023-01-01	Canada	0.7020898	0.81092435	0.60093147
2023-01-02	Canada	0.68394005	0.79119754	0.5842545
2023-01-03	Canada	0.6653669	0.7699355	0.5679742
2023-01-04	Canada	0.6472564	0.74953294	0.55212617
2023-01-05	Canada	0.6300614	0.7305082	0.5367243
2023-01-06	Canada	0.61262655	0.71210647	0.52162355
2023-01-07	Canada	0.5960907	0.6948392	0.50697184
2023-01-08	Canada	0.5800369	0.67699593	0.4922564
2023-01-09	Canada	0.5644692	0.65997505	0.47808164
2023-01-10	Canada	0.54938614	0.6436617	0.464501
2023-01-11	Canada	0.5347823	0.62785417	0.45184445
2023-01-12	Canada	0.52064854	0.6125438	0.43976736
2023-01-13	Canada	0.5070046	0.5976872	0.42741653
2023-01-14	Canada	0.4937421	0.58324885	0.41574118
2023-01-15	Canada	0.48075527	0.56926346	0.40494746
2023-01-16	Canada	0.46853715	0.556873	0.3941664
2023-01-17	Canada	0.45625287	0.54489946	0.38353214
2023-01-18	Canada	0.444829	0.5332833	0.3732359
2023-01-19	Canada	0.43316358	0.5220007	0.36324546
2023-01-20	Canada	0.42191917	0.5110271	0.35354108
2023-01-21	Canada	0.41099924	0.50033796	0.34410286
2023-01-22	Canada	0.4004808	0.4895291	0.33465135
2023-01-23	Canada	0.39021695	0.478922	0.3252065
2023-01-24	Canada	0.3801872	0.46892345	0.3159855
2023-01-25	Canada	0.37037295	0.45794928	0.30697265
2023-01-26	Canada	0.3607572	0.4467797	0.29827464
2022-06-25	Colombia	0.4245534	0.45904177	0.410231
2022-06-26	Colombia	0.4392442	0.47492635	0.42442578
2022-06-27	Colombia	0.43587807	0.47156265	0.420935
2022-06-28	Colombia	0.32219273	0.35187858	0.31028432
2022-06-29	Colombia	0.2019425	0.22541024	0.19401331
2022-06-30	Colombia	0.17467532	0.19926566	0.16587734
2022-07-01	Colombia	0.19918154	0.22802436	0.18861066
2022-07-02	Colombia	0.24322674	0.27779725	0.23042852
2022-07-03	Colombia	0.2978358	0.33887526	0.2823863
2022-07-04	Colombia	0.3616543	0.4099773	0.34332883
2022-07-05	Colombia	0.43518913	0.4916286	0.4137283
2022-07-06	Colombia	0.51934433	0.5847088	0.49433336
2022-07-07	Colombia	0.6149173	0.6902482	0.5862023
2022-07-08	Colombia	0.7231524	0.80936915	0.69042444
2022-07-09	Colombia	0.8451527	0.9433119	0.80810887
2022-07-10	Colombia	0.9825347	1.0934652	0.9406329
2022-07-11	Colombia	1.1367931	1.2613808	1.0895153
2022-07-12	Colombia	1.3095675	1.4488243	1.2564054
2022-07-13	Colombia	1.5025675	1.6575391	1.443111
2022-07-14	Colombia	1.7185674	1.8900121	1.6524209
2022-07-15	Colombia	1.9598713	2.1486588	1.8861022
2022-07-16	Colombia	2.2284837	2.4359047	2.1464362
2022-07-17	Colombia	2.5272443	2.7556164	2.4357717
2022-07-18	Colombia	2.8566546	3.1080422	2.7555892
2022-07-19	Colombia	3.2175908	3.4926686	3.10689
2022-07-20	Colombia	3.6095164	3.909427	3.4881206
2022-07-21	Colombia	4.0318656	4.355328	3.8972993
2022-07-22	Colombia	4.4775534	4.8250422	4.3288302
2022-07-23	Colombia	4.938853	5.3112545	4.775525
2022-07-24	Colombia	5.406416	5.805109	5.2287464
2022-07-25	Colombia	5.8720627	6.296797	5.679601
2022-07-26	Colombia	6.3277807	6.777992	6.1206384
2022-07-27	Colombia	6.773938	7.2485237	6.5478387
2022-07-28	Colombia	7.2103443	7.711591	6.963227
2022-07-29	Colombia	7.646145	8.177806	7.373852
2022-07-30	Colombia	8.101675	8.66706	7.802064
2022-07-31	Colombia	8.595655	9.205879	8.281017
2022-08-01	Colombia	9.165285	9.829606	8.834026
2022-08-02	Colombia	9.853191	10.5797825	9.484176
2022-08-03	Colombia	10.70271	11.514089	10.2950115
2022-08-04	Colombia	11.7594795	12.664475	11.3077
2022-08-05	Colombia	13.072609	14.077796	12.569908
2022-08-06	Colombia	14.682958	15.790833	14.117404
2022-08-07	Colombia	16.631725	17.851355	15.986671
2022-08-08	Colombia	18.950897	20.295189	18.219204
2022-08-09	Colombia	21.669115	23.151442	20.843857
2022-08-10	Colombia	24.826317	26.436304	23.875252
2022-08-11	Colombia	28.419052	30.161833	27.333902
2022-08-12	Colombia	32.44662	34.38474	31.208397
2022-08-13	Colombia	36.91012	39.07553	35.516968
2022-08-14	Colombia	41.81225	44.12091	40.24442
2022-08-15	Colombia	47.156586	49.55327	45.356583
2022-08-16	Colombia	52.808735	55.4379	50.866596
2022-08-17	Colombia	58.821404	61.6097	56.714653
2022-08-18	Colombia	65.07515	68.038414	62.84506
2022-08-19	Colombia	71.52208	74.78761	69.15318
2022-08-20	Colombia	78.1724	81.53615	75.57223
2022-08-21	Colombia	84.8715	88.264275	82.05013
2022-08-22	Colombia	91.47392	95.03248	88.47186
2022-08-23	Colombia	97.91327	101.72027	94.82317
2022-08-24	Colombia	104.192474	108.23047	100.9914
2022-08-25	Colombia	110.25906	114.370865	106.84439
2022-08-26	Colombia	116.03698	120.22493	112.50232
2022-08-27	Colombia	121.578476	125.95181	117.87596
2022-08-28	Colombia	126.91658	131.38185	123.07296
2022-08-29	Colombia	132.0707	136.71106	128.13153
2022-08-30	Colombia	137.23633	142.02388	133.14426
2022-08-31	Colombia	142.5017	147.43312	138.18332
2022-09-01	Colombia	147.95341	153.05743	143.39539
2022-09-02	Colombia	153.77324	159.05698	148.94612
2022-09-03	Colombia	160.02164	165.57915	154.97726
2022-09-04	Colombia	166.88739	172.70212	161.62465
2022-09-05	Colombia	174.5539	180.53049	168.9826
2022-09-06	Colombia	182.99805	189.11632	177.12056
2022-09-07	Colombia	192.1926	198.52495	186.06795
2022-09-08	Colombia	202.30878	208.796	195.66194
2022-09-09	Colombia	213.01137	219.74951	205.97939
2022-09-10	Colombia	224.17116	231.09473	216.72267
2022-09-11	Colombia	235.75558	243.22913	228.17084
2022-09-12	Colombia	247.81895	255.55722	239.98102
2022-09-13	Colombia	259.8503	267.92352	251.85434
2022-09-14	Colombia	271.5761	279.94626	263.4083
2022-09-15	Colombia	282.89594	291.82925	274.47763
2022-09-16	Colombia	293.52124	303.2162	284.90567
2022-09-17	Colombia	303.3407	313.5178	294.4579
2022-09-18	Colombia	312.20798	322.78845	302.97845
2022-09-19	Colombia	319.7699	330.77863	310.32565
2022-09-20	Colombia	326.16302	337.30487	316.42242
2022-09-21	Colombia	330.73566	342.28146	320.88742
2022-09-22	Colombia	333.6175	345.532	323.96448
2022-09-23	Colombia	335.14642	347.16992	325.13696
2022-09-24	Colombia	335.08997	347.27203	324.96613
2022-09-25	Colombia	333.4748	345.87555	323.53082
2022-09-26	Colombia	330.66302	343.1135	320.83255
2022-09-27	Colombia	326.64667	339.18915	316.9957
2022-09-28	Colombia	321.65283	334.33414	312.17847
2022-09-29	Colombia	315.75137	328.61462	306.55707
2022-09-30	Colombia	309.27686	322.22327	300.252
2022-10-01	Colombia	302.3582	315.28308	293.4061
2022-10-02	Colombia	295.12222	307.98276	286.30536
2022-10-03	Colombia	287.773	300.54123	279.10876
2022-10-04	Colombia	280.55438	293.09412	271.99792
2022-10-05	Colombia	273.53973	285.7699	265.00522
2022-10-06	Colombia	266.67273	278.65506	258.21286
2022-10-07	Colombia	260.01373	271.80786	251.67667
2022-10-08	Colombia	253.55081	265.2619	245.3433
2022-10-09	Colombia	247.3848	259.02924	239.26712
2022-10-10	Colombia	241.5029	253.08635	233.4812
2022-10-11	Colombia	235.87329	247.40724	227.93915
2022-10-12	Colombia	230.48648	242.02701	222.53568
2022-10-13	Colombia	225.33119	236.72594	217.42485
2022-10-14	Colombia	220.25041	231.4967	212.46635
2022-10-15	Colombia	215.14874	226.27045	207.48889
2022-10-16	Colombia	210.10692	221.11862	202.50987
2022-10-17	Colombia	205.05304	215.9063	197.45306
2022-10-18	Colombia	199.96883	210.58716	192.52472
2022-10-19	Colombia	194.76154	205.15396	187.51923
2022-10-20	Colombia	189.43282	199.59097	182.44008
2022-10-21	Colombia	183.96523	193.89288	177.24646
2022-10-22	Colombia	178.34631	188.04805	171.94965
2022-10-23	Colombia	172.6543	182.01617	166.4061
2022-10-24	Colombia	166.88306	175.91565	160.74551
2022-10-25	Colombia	161.0954	169.83028	155.04704
2022-10-26	Colombia	155.2682	163.74805	149.3385
2022-10-27	Colombia	149.4125	157.63857	143.6506
2022-10-28	Colombia	143.62212	151.53105	138.09132
2022-10-29	Colombia	137.8718	145.50777	132.6246
2022-10-30	Colombia	132.28354	139.60162	127.096115
2022-10-31	Colombia	126.85484	133.88652	121.71128
2022-11-01	Colombia	121.57904	128.34277	116.59543
2022-11-02	Colombia	116.459305	122.99352	111.76527
2022-11-03	Colombia	111.54021	117.85452	107.127556
2022-11-04	Colombia	106.87573	112.93718	102.69194
2022-11-05	Colombia	102.42262	108.23265	98.43961
2022-11-06	Colombia	98.21493	103.682556	94.35927
2022-11-07	Colombia	94.222725	99.47007	90.48721
2022-11-08	Colombia	90.4281	95.60103	86.83818
2022-11-09	Colombia	86.90747	91.84983	83.40621
2022-11-10	Colombia	83.55671	88.32915	80.10817
2022-11-11	Colombia	80.399704	85.03267	76.99875
2022-11-12	Colombia	77.48579	81.945946	74.125984
2022-11-13	Colombia	74.77374	79.05277	71.42446
2022-11-14	Colombia	72.26596	76.334885	68.98509
2022-11-15	Colombia	69.94429	73.797516	66.67049
2022-11-16	Colombia	67.76992	71.41467	64.50634
2022-11-17	Colombia	65.71721	69.25741	62.48105
2022-11-18	Colombia	63.72908	67.21472	60.577126
2022-11-19	Colombia	61.829803	65.25899	58.779102
2022-11-20	Colombia	60.009956	63.40503	57.079132
2022-11-21	Colombia	58.308266	61.63203	55.463806
2022-11-22	Colombia	56.68804	59.971054	53.921234
2022-11-23	Colombia	55.169113	58.310947	52.44125
2022-11-24	Colombia	53.71392	56.73669	51.01491
2022-11-25	Colombia	52.278442	55.20945	49.59619
2022-11-26	Colombia	50.87217	53.79825	48.22478
2022-11-27	Colombia	49.520737	52.36126	46.944138
2022-11-28	Colombia	48.199074	50.970543	45.6837
2022-11-29	Colombia	46.88501	49.540565	44.405823
2022-11-30	Colombia	45.607132	48.16793	43.19264
2022-12-01	Colombia	44.333622	46.822327	42.005478
2022-12-02	Colombia	43.093384	45.503757	40.796852
2022-12-03	Colombia	41.86866	44.212864	39.59877
2022-12-04	Colombia	40.65579	42.95074	38.455532
2022-12-05	Colombia	39.506493	41.71884	37.311295
2022-12-06	Colombia	38.386955	40.518845	36.202248
2022-12-07	Colombia	37.303833	39.430336	35.131393
2022-12-08	Colombia	36.24376	38.387394	34.10653
2022-12-09	Colombia	35.22051	37.318974	33.08823
2022-12-10	Colombia	34.25985	36.265514	32.12201
2022-12-11	Colombia	33.328484	35.24383	31.207565
2022-12-12	Colombia	32.41056	34.27574	30.306114
2022-12-13	Colombia	31.50446	33.379837	29.433676
