	accession	date	region_coarse	country	strain
1009	OQ261697	2022-10-13	South America	Colombia	ANT-LDSP-ANT-MPX-28206C
1010	OP477455	2022-08-24	South America	Colombia	ANT-LDSP-ANT-MPX-23285-L
1011	OQ054238	2022-09-01	North America	USA	MPXV_USA_2022_TX0016
1012	OP837346	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI584
1013	OP205120	2022-07-07	Western Europe	United Kingdom	MPXV_UK_2022_9000162
1014	OP689680	2022-06-09	Western Europe	Germany	MPXV/Germany/2022/RKI527
1015	OP205088	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000100
1016	OP185710	2022-06-01	North America	USA	MPXV_USA_2022_NY0007
1017	OP150927	2022-05-20	North America	USA	MPXV_USA_2022_WA001
1018	OQ274892	2022-05-20	Western Europe	Germany	MPXV/Germany/2022/ON/RKI673
1019	OP205078	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000072
1020	ON929090	2022-07-19	Western Europe	Germany	MPXV/Germany/2022/RKI135
1021	ON813263	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI063
1022	OP392547	2022-08-23	North America	USA	MpxV/human/USA/WA-UW-085462/2022
1023	OP257248	2022-08-23	North America	USA	MpxV/human/USA/WA-UW-087424/2022
1024	OP415209	2022-07-24	Western Europe	United Kingdom	MPX_Fap1fz_9000235
1025	OP415208	2022-07-24	Western Europe	United Kingdom	MPX_Fap1fz_9000234
1026	OP205131	2022-06-29	Western Europe	United Kingdom	MPXV_UK_2022_9000186
1027	OP484665	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI343
1028	OP205087	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000099
1029	ON929067	2022-07-04	Western Europe	Germany	MPXV/Germany/2022/RKI109
1030	OP555593	2022-08-18	Southern Europe	Portugal	Monkeypox/PT0522/2022
1031	OP205089	2022-06-09	Western Europe	United Kingdom	MPXV_UK_2022_9000101
1032	OP594191	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI427
1033	OP279039	2022-06-28	North America	Canada	MpxV/human/CAN/UN-NML-4117/2022
1034	OP018593	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI167
1035	OP270475	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI286
1036	OP263636	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI281
1037	OP215280	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI261
1038	OP018592	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI166
1039	OP539910	2022-09-09	North America	USA	MPX/Human/USA/CA-LACPHL-MA00125/2022
1040	OP415273	2022-08-01	Western Europe	United Kingdom	MPX_L0aaxP_9000335
1041	OP879761	2022-07-21	North America	USA	NJ-MPXV-047
1042	OP205083	2022-05-25	Western Europe	United Kingdom	MPXV_UK_2022_9000092
1043	OQ330996	2022-12-12	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00389/2022
1044	OQ330997	2022-12-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00390/2022
1045	OP539916	2022-09-09	North America	USA	MPX/Human/USA/CA-LACPHL-MA00131/2022
1046	OP539920	2022-09-09	North America	USA	MPX/Human/USA/CA-LACPHL-MA00135/2022
1047	OP881952	2022-08-21	North America	USA	MPXV_USA_2022_TX0030
1048	OP748951	2022-09-07	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00265/2022
1049	OP752107	2022-07-01	North America	USA	MPXV_USA_2022_GA0018
1050	OP743995	2022-10-01	North America	USA	MpxV/human/USA/WA-UW-102951/2022
1051	OQ330986	2022-10-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00380/2022
1052	OP820459	2022-08-11	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10010/2022
1053	OP442568	2022-07-21	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00040/2022
1054	OP440534	2022-07-21	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00041/2022
1055	OP890528	2022-11-01	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00295/2022
1056	OP539932	2022-09-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00147/2022
1057	OP605583	2022-08-19	Central Europe	Slovenia	Slovenia-MPXV-42-2022
1058	OP415234	2022-08-31	Western Europe	United Kingdom	MPX_L6rBi6_9000265
1059	OQ330987	2022-10-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00381/2022
1060	OQ330988	2022-10-14	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00382/2022
1061	OQ330994	2022-10-25	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00386/2022
1062	OP920680	2022-10-26	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00342/2022
1063	OP959060	2022-10-29	South America	Colombia	BOL-UNIMOL-MPX-293428-L
1064	OQ159027	2022-11-01	Western Europe	Germany	MPXV/Germany/2022/RKI632
1065	OP959061	2022-10-11	South America	Colombia	BOL-UNIMOL-MPX-293613-L
1066	OP715834	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI554
1067	OP205132	2022-06-28	Western Europe	United Kingdom	MPXV_UK_2022_9000187
1068	OP764624	2022-06-25	Western Europe	Germany	MPXV/Germany/2022/RKI566
1069	ON959151	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI160
1070	OP820460	2022-09-10	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10011/2022
1071	OQ330985	2022-10-12	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00379/2022
1072	OQ054243	2022-09-11	North America	USA	MPXV_USA_2022_AZ0007
1073	OP890546	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00288/2022
1074	OP935997	2022-11-09	North America	USA	B1221120
1075	OP935996	2022-11-08	North America	USA	B1221119
