accession	strain_region_coarse_date
OP215234	MPXV/Germany/2022/RKI192_WesternEurope_2022-08-01	accession
OP484691	MPXV/Germany/2022/RKI370_WesternEurope_2022-09-11	accession
OP594190	MPXV/Germany/2022/RKI426_WesternEurope_2022-09-11	accession
OP484677	MPXV/Germany/2022/RKI356_WesternEurope_2022-09-18	accession
OP555535	Monkeypox/PT0454/2022_SouthernEurope_2022-08-03	accession
OP415266	MPX_ElGfGw_9000328_WesternEurope_2022-08-01	accession
OP205105	MPXV_UK_2022_9000142_WesternEurope_2022-06-15	accession
OP555578	Monkeypox/PT0504/2022_SouthernEurope_2022-08-13	accession
OP245333	MPX/PT0080/2022_SouthernEurope_2022-07-26	accession
OP324464	Monkeypox/PT0145/2022_SouthernEurope_2022-07-07	accession
OP555538	Monkeypox/PT0457/2022_SouthernEurope_2022-08-05	accession
OP324461	Monkeypox/PT0142/2022_SouthernEurope_2022-07-07	accession
OQ054226	MPXV_USA_2022_NC0011_NorthAmerica_2022-09-01	accession
OP687942	MPXV_USA_2022_OH0003_NorthAmerica_2022-08-24	accession
OP392533	MpxV/human/USA/OH-UW-085672/2022_NorthAmerica_2022-08-24	accession
OP628484	MpxV/human/USA/WA-UW-088353/2022_NorthAmerica_2022-08-31	accession
OP257256	MpxV/human/USA/OH-UW-082260/2022_NorthAmerica_2022-08-24	accession
OP310060	MpxV/human/USA/OH-UW-082225/2022_NorthAmerica_2022-08-24	accession
OP743977	MpxV/human/USA/WA-UW-095008/2022_NorthAmerica_2022-09-24	accession
OP743970	MpxV/human/USA/WA-UW-098347/2022_NorthAmerica_2022-09-24	accession
OP580605	hMPX/USA/CA-LACPHL-MA00172/2022_NorthAmerica_2022-08-01	accession
OP440537	hMPX/Human/USA/CA-LACPHL-MA00028/2022_NorthAmerica_2022-07-27	accession
OP451000	MPXV_USA_2022_NJ0018_NorthAmerica_2022-07-24	accession
OP743367	MPXV/Human/USA/UT-UPHL-82200237/2022_NorthAmerica_2022-08-05	accession
OP450998	MPXV_USA_2022_SC0002_NorthAmerica_2022-07-24	accession
OP580593	hMPX/USA/CA-LACPHL-MA00160/2022_NorthAmerica_2022-08-10	accession
OP440538	hMPX/Human/USA/CA-LACPHL-MA00029/2022_NorthAmerica_2022-07-27	accession
OP743964	MpxV/human/USA/WA-UW-098738/2022_NorthAmerica_2022-09-02	accession
OP628487	MpxV/human/USA/WA-UW-089871/2022_NorthAmerica_2022-08-18	accession
OP324490	Monkeypox/PT0175/2022_SouthernEurope_2022-06-29	accession
OP324466	Monkeypox/PT0149/2022_SouthernEurope_2022-07-06	accession
OP414311	Monkeypox/PT0271/2022_SouthernEurope_2022-06-15	accession
OP324486	Monkeypox/PT0171/2022_SouthernEurope_2022-07-02	accession
OP414309	Monkeypox/PT0269/2022_SouthernEurope_2022-06-15	accession
OP245356	MPX/PT0123/2022_SouthernEurope_2022-07-13	accession
OP555614	Monkeypox/PT0543/2022_SouthernEurope_2022-08-20	accession
OP555591	Monkeypox/PT0520/2022_SouthernEurope_2022-08-18	accession
OP555551	Monkeypox/PT0472/2022_SouthernEurope_2022-08-08	accession
OP536690	MPXV-USA-IL-IDPH-029_NorthAmerica_2022-06-15	accession
OP615257	MPX/Human/USA/CA-LACPHL-MA00184/2022_NorthAmerica_2022-07-27	accession
OP536705	MPXV-USA-IL-IDPH-044_NorthAmerica_2022-06-23	accession
OP536681	MPXV-USA-IL-IDPH-020_NorthAmerica_2022-07-06	accession
OP820452	hMpxV/Human/USA/IL-RIPHL-MPXV_10003/2022_NorthAmerica_2022-08-06	accession
OQ121039	hMpxV/USA/CA-CDPH-1000085/2022_NorthAmerica_2022-07-06	accession
OP451005	MPXV_USA_2022_LA0001_NorthAmerica_2022-07-01	accession
OP820457	hMpxV/Human/USA/IL-RIPHL-MPXV_10008/2022_NorthAmerica_2022-08-13	accession
OP257267	MpxV/human/USA/WA-UW-084449/2022_NorthAmerica_2022-08-01	accession
OP414352	Monkeypox/PT0320/2022_SouthernEurope_2022-06-04	accession
OP324527	Monkeypox/PT0217/2022_SouthernEurope_2022-06-23	accession
OP324500	Monkeypox/PT0186/2022_SouthernEurope_2022-06-28	accession
OP324477	Monkeypox/PT0160/2022_SouthernEurope_2022-07-06	accession
OP555478	Monkeypox/PT0382/2022_SouthernEurope_2022-07-12	accession
OP555467	Monkeypox/PT0371/2022_SouthernEurope_2022-07-05	accession
OP215221	MPXV/Germany/2022/RKI229_WesternEurope_2022-08-01	accession
OP555497	Monkeypox/PT0401/2022_SouthernEurope_2022-07-19	accession
OP555468	Monkeypox/PT0372/2022_SouthernEurope_2022-07-05	accession
OQ159043	MPXV/Germany/2022/ON/RKI648_WesternEurope_2022-08-06	accession
OP263629	MPXV/Germany/2022/RKI273_WesternEurope_2022-08-01	accession
OX336038	RNA_29dw3x_CentralEurope_2022-08-31	accession
OP263635	MPXV/Germany/2022/RKI280_WesternEurope_2022-08-01	accession
OQ159042	MPXV/Germany/2022/ON/RKI647_WesternEurope_2022-08-01	accession
OX291694	RNA_4x0a51_CentralEurope_2022-08-01	accession
OP594198	MPXV/Germany/2022/RKI434_WesternEurope_2022-09-01	accession
OQ159036	MPXV/Germany/2022/ON/RKI641_WesternEurope_2022-08-24	accession
OP263634	MPXV/Germany/2022/RKI279_WesternEurope_2022-08-24	accession
OP324521	Monkeypox/PT0211/2022_SouthernEurope_2022-06-26	accession
OP414341	Monkeypox/PT0307/2022_SouthernEurope_2022-06-07	accession
OP245351	MPX/PT0118/2022_SouthernEurope_2022-07-13	accession
OP414285	Monkeypox/PT0241/2022_SouthernEurope_2022-06-21	accession
OP414292	Monkeypox/PT0251/2022_SouthernEurope_2022-06-21	accession
OP324546	Monkeypox/PT0238/2022_SouthernEurope_2022-06-21	accession
OP555481	Monkeypox/PT0385/2022_SouthernEurope_2022-07-11	accession
OP245352	MPX/PT0119/2022_SouthernEurope_2022-07-13	accession
OP245344	MPX/PT0110/2022_SouthernEurope_2022-07-15	accession
OQ330995	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00388/2022_NorthAmerica_2022-12-10	accession
OP680495	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00217/2022_NorthAmerica_2022-09-29	accession
OP440532	hMPX/Human/USA/CA-LACPHL-MA00050/2022_NorthAmerica_2022-07-20	accession
OP440531	hMPX/Human/USA/CA-LACPHL-MA00049/2022_NorthAmerica_2022-07-20	accession
OP215251	MPXV/Germany/2022/RKI221_WesternEurope_2022-08-08	accession
OP215227	MPXV/Germany/2022/RKI242_WesternEurope_2022-08-10	accession
OP263627	MPXV/Germany/2022/RKI272_54ff0u_WesternEurope_2022-08-24	accession
OP215263	MPXV/Germany/2022/RKI239_WesternEurope_2022-08-30	accession
OP594192	MPXV/Germany/2022/RKI428_WesternEurope_2022-09-01	accession
OP484685	MPXV/Germany/2022/RKI364_WesternEurope_2022-09-01	accession
OP442946	MpxV/human/USA/WA-UW-085393/2022_NorthAmerica_2022-08-25	accession
OP392542	MpxV/human/USA/WA-UW-083506/2022_NorthAmerica_2022-08-25	accession
OP392535	MpxV/human/USA/WA-UW-080100/2022_NorthAmerica_2022-08-25	accession
OP743985	MpxV/human/USA/WA-UW-096529/2022_NorthAmerica_2022-09-28	accession
OP392536	MpxV/human/USA/WA-UW-080292/2022_NorthAmerica_2022-08-25	accession
OP743972	MpxV/human/USA/WA-UW-094364/2022_NorthAmerica_2022-09-01	accession
OP628459	MpxV/human/USA/WA-UW-084573/2022_NorthAmerica_2022-08-25	accession
OP743994	MpxV/human/USA/WA-UW-086389/2022_NorthAmerica_2022-08-25	accession
OP628439	MpxV/human/USA/WA-UW-080941/2022_NorthAmerica_2022-08-25	accession
OP628449	MpxV/human/USA/WA-UW-082573/2022_NorthAmerica_2022-08-25	accession
OP328312	MpxV/human/USA/WA-UW-087564/2022_NorthAmerica_2022-08-25	accession
OP257247	MpxV/human/USA/WA-UW-088432/2022_NorthAmerica_2022-08-01	accession
OP184765	MpxV/human/USA/WA-UW-074988/2022_NorthAmerica_2022-07-01	accession
OP451011	MPXV_USA_2022_CT0001_NorthAmerica_2022-07-01	accession
OP378702	MPXV_USA_2022_MI0001_NorthAmerica_2022-06-25	accession
OP580599	hMPX/USA/CA-LACPHL-MA00166/2022_NorthAmerica_2022-08-01	accession
OP722514	MPX/Human/USA/CA-LACPHL-MA00255/2022_NorthAmerica_2022-07-13	accession
OP615277	MPX/Human/USA/CA-LACPHL-MA00204/2022_NorthAmerica_2022-07-25	accession
OP257248	MpxV/human/USA/WA-UW-087424/2022_NorthAmerica_2022-08-01	accession
OP310046	MpxV/human/USA/WA-UW-083914/2022_NorthAmerica_2022-08-01	accession
OP392547	MpxV/human/USA/WA-UW-085462/2022_NorthAmerica_2022-08-01	accession
OP123045	MpxV/human/USA/WA-UW-076225/2022_NorthAmerica_2022-07-31	accession
OQ330973	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00394/2022_NorthAmerica_2022-12-23	accession
OP920693	MPXV/Human/USA/CA-LACPHL-MA00355/2022_NorthAmerica_2022-10-16	accession
OQ330974	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00395/2022_NorthAmerica_2022-12-23	accession
OP920700	MPXV/Human/USA/CA-LACPHL-MA00362/2022_NorthAmerica_2022-10-28	accession
OP920695	MPXV/Human/USA/CA-LACPHL-MA00357/2022_NorthAmerica_2022-11-08	accession
OP890525	MPXV/Human/USA/CA-LACPHL-MA00321/2022_NorthAmerica_2022-10-27	accession
OQ331002	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00374/2022_NorthAmerica_2022-11-23	accession
OP920678	MPXV/Human/USA/CA-LACPHL-MA00340/2022_NorthAmerica_2022-10-23	accession
OP748969	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00283/2022_NorthAmerica_2022-10-19	accession
OP748964	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00278/2022_NorthAmerica_2022-10-20	accession
OP748965	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00279/2022_NorthAmerica_2022-10-20	accession
OP440599	hMPX/Human/USA/CA-LACPHL-MA00026/2022_NorthAmerica_2022-07-21	accession
OQ159031	MPXV/Germany/2022/ON/RKI636_WesternEurope_2022-08-25	accession
OQ159034	MPXV/Germany/2022/ON/RKI639_WesternEurope_2022-08-25	accession
OP689661	MPXV/Germany/2022/ON/RKI508_WesternEurope_2022-09-02	accession
OP615334	MPXV/Germany/2022/ON/RKI464_WesternEurope_2022-09-02	accession
OP355579	MPXV/Germany/2022/ON/RKI323_WesternEurope_2022-08-25	accession
OP588282	MPXV/Germany/2022/ON/RKI419_WesternEurope_2022-09-01	accession
OP615341	MPXV/Germany/2022/ON/RKI463_WesternEurope_2022-09-01	accession
OP588279	MPXV/Germany/2022/ON/RKI416_WesternEurope_2022-09-01	accession
OP689687	MPXV/Germany/2022/RKI534_WesternEurope_2022-09-01	accession
OP215269	MPXV/Germany/2022/RKI252_WesternEurope_2022-08-25	accession
OP580598	hMPX/USA/CA-LACPHL-MA00165/2022_NorthAmerica_2022-08-01	accession
OP764619	MPXV/Germany/2022/RKI561_WesternEurope_2022-06-01	accession
OP484673	MPXV/Germany/2022/RKI352_WesternEurope_2022-09-01	accession
OP324453	Monkeypox/PT0129/2022_SouthernEurope_2022-07-12	accession
ON694335	MPXV/Germany/2022/RKI018_WesternEurope_2022-05-31	accession
OP959066	CES-UNIMOL-MPX-202203848-L_SouthAmerica_2022-09-14	accession
OP819950	MET_INS_MPX_0956_C_SouthAmerica_2022-10-12	accession
OP959067	CES-UNIMOL-MPX-202203853-L_SouthAmerica_2022-09-15	accession
OP837480	DC_INS_MPX_1037_L_SouthAmerica_2022-09-20	accession
OP837477	DC_INS_MPX_0998_L_SouthAmerica_2022-09-20	accession
OP623592	BOL-UNIMOL-MPX-293165-L_SouthAmerica_2022-08-09	accession
OP603018	MPXV_USA_2022_CA0031_NorthAmerica_2022-06-23	accession
OP451014	MPXV_USA_2022_CA0056_NorthAmerica_2022-06-23	accession
OP381208	hMpxV/USA/ID-IBL-843593/2022_NorthAmerica_2022-08-07	accession
OP863223	hMpxV/USA/CA-CDPH-000048/2022_NorthAmerica_2022-07-02	accession
OP863222	hMpxV/USA/CA-CDPH-000047/2022_NorthAmerica_2022-07-02	accession
OQ121031	hMpxV/USA/CA-CDPH-1000077/2022_NorthAmerica_2022-06-23	accession
OP628463	MpxV/human/USA/WA-UW-085241/2022_NorthAmerica_2022-08-25	accession
OP628445	MpxV/human/USA/WA-UW-082002/2022_NorthAmerica_2022-08-24	accession
OP587252	MPXV/Human/USA/CA-CDPH-MPX000023/2022_NorthAmerica_2022-07-14	accession
OP587251	MPXV/Human/USA/CA-CDPH-MPX000022/2022_NorthAmerica_2022-07-12	accession
OQ330992	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00385/2022_NorthAmerica_2022-10-21	accession
OQ330991	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00384/2022_NorthAmerica_2022-10-21	accession
OP881945	MPXV_USA_2022_FL0026_NorthAmerica_2022-09-01	accession
OP680488	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00210/2022_NorthAmerica_2022-07-14	accession
OP594199	MPXV/Germany/2022/RKI435_WesternEurope_2022-09-01	accession
OP879725	NJ-MPXV-004-rpt1_NorthAmerica_2022-07-28	accession
OP879724	NJ-MPXV-003-rpt1_NorthAmerica_2022-07-25	accession
OP879723	NJ-MPXV-002_NorthAmerica_2022-07-27	accession
OP225965	MPXV_USA_2022_FL0012_NorthAmerica_2022-06-26	accession
OP225967	MPXV_USA_2022_FL0011_NorthAmerica_2022-06-26	accession
OP881956	MPXV_USA_2022_VT0001_NorthAmerica_2022-07-18	accession
OP881941	MPXV_USA_2022_AL0001_NorthAmerica_2022-08-31	accession
OP687939	MPXV_USA_2022_NY0029_NorthAmerica_2022-07-26	accession
OP680490	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00212/2022_NorthAmerica_2022-07-14	accession
OP440596	hMPX/Human/USA/CA-LACPHL-MA00016/2022_NorthAmerica_2022-07-18	accession
OP440551	hMPX/Human/USA/CA-LACPHL-MA00056/2022_NorthAmerica_2022-07-17	accession
OP539935	MPX/Human/USA/CA-LACPHL-MA00149/2022_NorthAmerica_2022-08-17	accession
OP440584	hMPX/Human/USA/CA-LACPHL-MA00011/2022_NorthAmerica_2022-07-22	accession
OP539889	MPX/Human/USA/CA-LACPHL-MA00104/2022_NorthAmerica_2022-08-11	accession
OP615262	MPX/Human/USA/CA-LACPHL-MA00189/2022_NorthAmerica_2022-07-17	accession
OP722497	MPX/Human/USA/CA-LACPHL-MA00238/2022_NorthAmerica_2022-07-21	accession
OP381204	hMpxV/USA/ID-IBL-841127/2022_NorthAmerica_2022-07-28	accession
OP615272	MPX/Human/USA/CA-LACPHL-MA00199/2022_NorthAmerica_2022-07-19	accession
OP615276	MPX/Human/USA/CA-LACPHL-MA00203/2022_NorthAmerica_2022-07-19	accession
OP539921	MPX/Human/USA/CA-LACPHL-MA00136/2022_NorthAmerica_2022-08-08	accession
OQ330989	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00365/2022_NorthAmerica_2022-10-19	accession
OP615266	MPX/Human/USA/CA-LACPHL-MA00193/2022_NorthAmerica_2022-07-19	accession
OP628451	MpxV/human/USA/WA-UW-083401/2022_NorthAmerica_2022-08-01	accession
OP722512	MPX/Human/USA/CA-LACPHL-MA00253/2022_NorthAmerica_2022-10-11	accession
OQ121025	hMpxV/USA/CA-CDPH-1000071/2022_NorthAmerica_2022-07-06	accession
OQ330978	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00375/2022_NorthAmerica_2022-10-06	accession
OP748958	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00272/2022_NorthAmerica_2022-07-18	accession
OP819952	VAC_INS_MPX_0958_L_SouthAmerica_2022-10-13	accession
OQ148474	LBMB-UTP_MP-025_VAC_SouthAmerica_2022-11-15	accession
OP837471	VAC_INS_MPX_1052_E_SouthAmerica_2022-10-25	accession
OP819956	VAC_INS_MPX_0965_EL_SouthAmerica_2022-10-12	accession
OP819957	VAC_INS_MPX_0965_HL_SouthAmerica_2022-10-12	accession
OP752115	MPXV_USA_2022_OR0004_NorthAmerica_2022-07-16	accession
OP055808	MpxV/human/USA/WA-UW-075986/2022_NorthAmerica_2022-07-01	accession
OP055807	MpxV/human/USA/WA-UW-074372/2022_NorthAmerica_2022-07-17	accession
OP257261	MpxV/human/USA/WA-UW-084325/2022_NorthAmerica_2022-08-01	accession
OP184760	MpxV/human/USA/WA-UW-079401/2022_NorthAmerica_2022-07-25	accession
OP055806	MpxV/human/USA/WA-UW-079141/2022_NorthAmerica_2022-07-25	accession
OP123042	MpxV/human/USA/WA-UW-077622/2022_NorthAmerica_2022-07-25	accession
OP310056	MpxV/human/USA/WA-UW-089437/2022_NorthAmerica_2022-08-31	accession
OP310048	MpxV/human/USA/WA-UW-088871/2022_NorthAmerica_2022-08-25	accession
OP628455	MpxV/human/USA/WA-UW-084140/2022_NorthAmerica_2022-08-25	accession
OP310066	MpxV/human/USA/WA-UW-089152/2022_NorthAmerica_2022-08-25	accession
OP310039	MpxV/human/USA/WA-UW-080617/2022_NorthAmerica_2022-08-25	accession
OP314959	MPXV22/human/USA-NE-111_NorthAmerica_2022-08-03	accession
OP431826	MPXV22/human/USA-NE-154_NorthAmerica_2022-08-12	accession
OP171921	MPXV22/human/USA-NE-43_NorthAmerica_2022-07-14	accession
OP171924	MPXV22/human/USA-NE-63_NorthAmerica_2022-07-25	accession
OP150924	MPXV_USA_2022_CA006_NorthAmerica_2022-06-13	accession
ON755231	MPXV/Germany/2022/RKI013_WesternEurope_2022-06-13	accession
OP414383	Monkeypox/PT0356/2022_SouthernEurope_2022-05-23	accession
OP604520	MPXV_USA_2022_UT0003_NorthAmerica_2022-07-09	accession
OP727821	PrEV_case_1_WesternEurope_2022-08-27	accession
OP415270	MPX_LaJWw4_9000332_WesternEurope_2022-08-01	accession
OP539928	MPX/Human/USA/CA-LACPHL-MA00143/2022_NorthAmerica_2022-08-24	accession
OP440572	hMPX/Human/USA/CA-LACPHL-MA00008/2022_NorthAmerica_2022-07-15	accession
OP442548	hMPX/Human/USA/CA-LACPHL-MA00072/2022_NorthAmerica_2022-08-18	accession
OP555604	Monkeypox/PT0533/2022_SouthernEurope_2022-08-22	accession
OP920684	MPXV/Human/USA/CA-LACPHL-MA00346/2022_NorthAmerica_2022-10-05	accession
OP442545	hMPX/Human/USA/CA-LACPHL-MA00069/2022_NorthAmerica_2022-08-19	accession
OP722508	MPX/Human/USA/CA-LACPHL-MA00249/2022_NorthAmerica_2022-07-19	accession
OQ121022	hMpxV/USA/CA-CDPH-1000068/2022_NorthAmerica_2022-07-14	accession
OP442556	hMPX/Human/USA/CA-LACPHL-MA00089/2022_NorthAmerica_2022-08-01	accession
OP580594	hMPX/USA/CA-LACPHL-MA00161/2022_NorthAmerica_2022-08-08	accession
OP539894	MPX/Human/USA/CA-LACPHL-MA00109/2022_NorthAmerica_2022-08-25	accession
OP890536	MPXV/Human/USA/CA-LACPHL-MA00302/2022_NorthAmerica_2022-09-27	accession
OP539885	MPX/Human/USA/CA-LACPHL-MA00100/2022_NorthAmerica_2022-08-26	accession
OP324480	Monkeypox/PT0163/2022_SouthernEurope_2022-07-05	accession
ON983165	MpxV/human/CAN/UN-NML-3686/2022_NorthAmerica_2022-06-14	accession
OP215241	MPXV/Germany/2022/RKI201_WesternEurope_2022-08-13	accession
ON853670	MPXV/Germany/2022/RKI090_WesternEurope_2022-06-23	accession
OP764618	MPXV/Germany/2022/RKI560_WesternEurope_2022-06-24	accession
OP837344	MPXV/Germany/2022/RKI582_WesternEurope_2022-06-24	accession
ON813254	MPXV/Germany/2022/RKI057_WesternEurope_2022-06-24	accession
OP764623	MPXV/Germany/2022/RKI565_WesternEurope_2022-06-23	accession
OP215277	MPXV/Germany/2022/RKI258_WesternEurope_2022-08-01	accession
OP626122	MPXV/Germany/2022/RKI484_WesternEurope_2022-07-20	accession
OP594200	MPXV/Germany/2022/RKI436_WesternEurope_2022-09-01	accession
OP339855	MPXV/Germany/2022/RKI298_WesternEurope_2022-08-31	accession
OP626120	MPXV/Germany/2022/RKI482_WesternEurope_2022-07-31	accession
OP626119	MPXV/Germany/2022/RKI481_WesternEurope_2022-07-20	accession
OP626121	MPXV/Germany/2022/RKI483_WesternEurope_2022-07-01	accession
OP626118	MPXV/Germany/2022/RKI480_WesternEurope_2022-07-01	accession
OP837334	MPXV/Germany/2022/RKI572_WesternEurope_2022-06-30	accession
OP689679	MPXV/Germany/2022/RKI526_WesternEurope_2022-06-20	accession
OP215284	MPXV/Germany/2022/RKI265_WesternEurope_2022-08-01	accession
OP215231	MPXV/Germany/2022/RKI189_WesternEurope_2022-08-01	accession
OP626117	MPXV/Germany/2022/RKI479_WesternEurope_2022-07-24	accession
OP215266	MPXV/Germany/2022/RKI246_WesternEurope_2022-08-01	accession
OP689659	MPXV/Germany/2022/ON/RKI506_WesternEurope_2022-09-01	accession
OP494258	MPXV/Germany/2022/ON/RKI305_WesternEurope_2022-09-01	accession
OP626116	MPXV/Germany/2022/RKI478_WesternEurope_2022-07-24	accession
OP484693	MPXV/Germany/2022/RKI372_WesternEurope_2022-09-01	accession
OP373390	MPXV/Germany/2022/RKI332_WesternEurope_2022-09-01	accession
OP339847	MPXV/Germany/2022/RKI290_WesternEurope_2022-08-01	accession
OP328309	MpxV/human/USA/WA-UW-089142/2022_NorthAmerica_2022-08-01	accession
OP879731	NJ-MPXV-011_NorthAmerica_2022-08-17	accession
OP450999	MPXV_USA_2022_NJ0016_NorthAmerica_2022-07-28	accession
OP536714	MPXV-USA-IL-IDPH-053_NorthAmerica_2022-07-04	accession
OP603005	MPXV_USA_2022_SC0003_NorthAmerica_2022-07-01	accession
OP257255	MpxV/human/USA/OH-UW-073319/2022_NorthAmerica_2022-08-01	accession
OP392531	MpxV/human/USA/OH-UW-071356/2022_NorthAmerica_2022-07-01	accession
OP169339	MpxV/human/USA/OH-UW-076485/2022_NorthAmerica_2022-07-01	accession
OQ054231	MPXV_USA_2022_PA0010_NorthAmerica_2022-09-01	accession
OP598104	MPXV/Human/USA/MA-USAFSAM-M0002/2022_NorthAmerica_2022-09-13	accession
OP837473	VAC_INS_MPX_1054_L_SouthAmerica_2022-10-25	accession
OP819948	VAC_INS_MPX_0952_C_SouthAmerica_2022-10-15	accession
OP920677	MPXV/Human/USA/CA-LACPHL-MA00339/2022_NorthAmerica_2022-10-13	accession
OP890544	MPXV/Human/USA/CA-LACPHL-MA00286/2022_NorthAmerica_2022-10-04	accession
OP215209	MPXV/Germany/2022/RKI198_WesternEurope_2022-08-31	accession
OP555620	Monkeypox/PT0549/2022_SouthernEurope_2022-08-26	accession
OP324459	Monkeypox/PT0136/2022_SouthernEurope_2022-07-10	accession
OP555552	Monkeypox/PT0473/2022_SouthernEurope_2022-08-05	accession
OP555599	Monkeypox/PT0528/2022_SouthernEurope_2022-08-21	accession
OP245311	MPX/PT0055/2022_SouthernEurope_2022-07-28	accession
OP555658	Monkeypox/PT0591/2022_SouthernEurope_2022-09-13	accession
OP555603	Monkeypox/PT0532/2022_SouthernEurope_2022-08-18	accession
OP555527	Monkeypox/PT0446/2022_SouthernEurope_2022-08-03	accession
OP555628	Monkeypox/PT0557/2022_SouthernEurope_2022-08-30	accession
OP555621	Monkeypox/PT0550/2022_SouthernEurope_2022-08-24	accession
OP555618	Monkeypox/PT0547/2022_SouthernEurope_2022-08-26	accession
OP604526	MPXV_USA_2022_NC0005_NorthAmerica_2022-07-18	accession
OP451002	MPXV_USA_2022_NC0006_NorthAmerica_2022-07-18	accession
OQ261696	ANT-LDSP-ANT-MPX-28205C_SouthAmerica_2022-10-13	accession
OP693653	DC_INS_MPX_0719_L_SouthAmerica_2022-08-29	accession
OP819959	SAN_INS_MPX_0971_L_SouthAmerica_2022-10-11	accession
OP837472	CUN_INS_MPX_1053_L_SouthAmerica_2022-10-27	accession
OP642383	ANT-LDSP-ANT-MPX-24909-C_SouthAmerica_2022-09-09	accession
OP390195	hMpxV/UK/LMO-029a/2022_WesternEurope_2022-07-07	accession
OQ197861	DC_INS_MPX-1118-H_SouthAmerica_2022-10-20	accession
OQ197862	DC_INS_MPX-1119-H_SouthAmerica_2022-10-24	accession
OP819953	VAC_INS_MPX_0960_L_SouthAmerica_2022-10-15	accession
OP819954	VAC_INS_MPX_0960_C_SouthAmerica_2022-10-15	accession
OP837481	VAC_INS_MPX_1050_C_SouthAmerica_2022-10-26	accession
OP837470	VAC_INS_MPX_1050_E_SouthAmerica_2022-10-26	accession
OQ261702	ANT-LDSP-ANT-MPX-28292C_SouthAmerica_2022-10-13	accession
OP819955	VAC_INS_MPX_0962_C_SouthAmerica_2022-10-13	accession
OP819949	VAC_INS_MPX_0955_C_SouthAmerica_2022-10-11	accession
OP394229	9000220_NCPV_1703_WesternEurope_2022-05-14	accession
OP415277	MPX_znBYiF_9000350_WesternEurope_2022-08-01	accession
OP415192	MPX_Qi7K5L_9000213_WesternEurope_2022-07-01	accession
OP205109	MPXV_UK_2022_9000146_WesternEurope_2022-06-13	accession
OP415223	MPX_jpMpSR_9000252_WesternEurope_2022-08-01	accession
OP415240	MPX_OSmnPq_9000278_WesternEurope_2022-08-18	accession
OP415213	MPX_UbfBKN_9000239_WesternEurope_2022-07-25	accession
OP415267	MPX_rYdyAi_9000329_WesternEurope_2022-08-01	accession
